ID	Tweet	Affect Dimension	Intensity Class
2017-En-21806	@SimplyMayaMarie @STILLStanding_B 😂😂😂 y'all know I'm crazy its just shocking that's all	fear	0: no fear can be inferred
2017-En-20802	Crossword puzzle is oat meals solitary respecting the flat out portentous nutrient rootstock re scruple failur...	fear	0: no fear can be inferred
2017-En-21829	@priorJoan @MizQue \nActually pretty typical of trump supporters\nThis kid learned birtherism in school\nThat's horrific	fear	1: low amount of fear can be inferred
2017-En-21826	@CGasparino Give it up Gas, I don't hate u, I just don't respect ur rudeness. #bully	fear	0: no fear can be inferred
2017-En-21671	@60DaysInJail Dafron is hands down the biggest loser on the planet!!! Typical #bully #lifer	fear	0: no fear can be inferred
2017-En-21073	@CurtisJobling Yes indeed! We know masses of students would be so excited to see you! We need to get this sorted! #haunt	fear	0: no fear can be inferred
2017-En-21902	Has anyone else had a bad experience with Poundstretcher? #nightmare firm	fear	2: moderate amount of fear can be inferred
2017-En-20023	im crying katherine is the only one whos like talking to me during my anxiety attack im gonna faint	fear	3: high amount of fear can be inferred
2017-En-21785	@HMiglino @CParks777 @Coco_Wms @bodyfit67 @TruthEqualsFact @politicususa I have never been more anxious of a election in my life‼️ 	fear	3: high amount of fear can be inferred
2017-En-20377	I really want to go for fright night but I really don't 😁	fear	1: low amount of fear can be inferred
2017-En-20594	#GADOT please put a left turn signal at Williams and Ivan Allen Jr Blvd. This is absolutely ridiculous #ATLtraffic #horrible	fear	0: no fear can be inferred
2017-En-21873	Wine drunk is the worst version of myself ffs, don't even remember seeing basshunter 	fear	0: no fear can be inferred
2017-En-21907	As #life gets longer, #awful feels #softer, well it #feels pretty soft to me. #modestmouse @modestmouseband	fear	0: no fear can be inferred
2017-En-20118	in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat	fear	2: moderate amount of fear can be inferred
2017-En-21551	Do not #worry about anything but #pray about everything.	fear	0: no fear can be inferred
2017-En-21570	#Success awaits on the other side of your #fear &amp; that's only in your#head-JesusChristEmpowersRightThinking-ASK #fitness #weightlifting	fear	0: no fear can be inferred
2017-En-20310	Didn't concede yet but having a nightmare at the back #MUFC	fear	1: low amount of fear can be inferred
2017-En-20075	My roommate talks and laughs in her sleep. It never fails to scare the shit out of me. 🙅🏽😳	fear	3: high amount of fear can be inferred
2017-En-22154	Everybody's worried about stopping #terrorism. Well, there's a really easy way: stop participating in it. -  Noam Chomsky	fear	1: low amount of fear can be inferred
2017-En-21226	@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄	fear	2: moderate amount of fear can be inferred
2017-En-21853	@sethwieck you should do a TED Talk on 'bubledygook'! I'm sure you could convince the masses to distrust those decrying TED Talks!	fear	0: no fear can be inferred
2017-En-21641	@MobilePunch  alarming	fear	0: no fear can be inferred
2017-En-20373	Saga: When all of your devices and teles fail just in time for bake off  #gbbo	fear	1: low amount of fear can be inferred
2017-En-21159	@fatgirlhealthy @MBSCBILL ....so that what do to use violence and intimidation for a polictical agenda.; aka terrorism?	fear	1: low amount of fear can be inferred
2017-En-21721	@jk_rowling @Riverfeather207 Donald Trump in the White House 	fear	0: no fear can be inferred
2017-En-21739	@FaithHill I remember it well #happy  #Positive	fear	0: no fear can be inferred
2017-En-21918	I always dread Wednesday's and the always end up making me the happiest	fear	0: no fear can be inferred
2017-En-20319	However the agent was inauthentic, my sister still loves me, &amp; I'm still alive. So I guess it wasn't that bad. #socialanxiety #anxiety	fear	1: low amount of fear can be inferred
2017-En-20886	Sir, my concern is not whether God is on our side; my greatest concern is to be on God's side, for God is always right.' - Abraham Lincoln	fear	0: no fear can be inferred
2017-En-21345	It appears my fire alarm disapproves of my cooking style	fear	0: no fear can be inferred
2017-En-20887	Hahahah what a horrific penalty from bayer. 5 feet wide. Jesus	fear	0: no fear can be inferred
2017-En-20732	We're very busy #coding a whole network manager for #unity3d based on #steamworks networking. #gamedev #indiedev #3amDeadTime #horror #game	fear	0: no fear can be inferred
2017-En-20049	White Americans are worried about Arab terrorists. Black Americans are fearful of a terrorist in a Police uniform on a daily basis.	fear	3: high amount of fear can be inferred
2017-En-22013	@yellowsuburbia really?? after so long that's shocking tbh	fear	0: no fear can be inferred
2017-En-20212	@Montel_Williams If this ban goes through, it will harm so many people, disabled veterans, people who have #chronicpain,  #iamkratom	fear	1: low amount of fear can be inferred
2017-En-20073	@BBCPolitics @BBCNews I'd rather leave my child with @BorisJohnson #shudder	fear	3: high amount of fear can be inferred
2017-En-21377	The majority of my clients have family/ partner/ day job/ life AND write their beautiful books.  #gratitude #HARDwork	fear	0: no fear can be inferred
2017-En-22000	Tremor!!!\n 	fear	2: moderate amount of fear can be inferred
2017-En-20142	A Lysol can got stuck in spray position and we're all slowly suffocating from the trash can that smells like a Febreeze factory. #panic	fear	2: moderate amount of fear can be inferred
2017-En-21770	@TweetinderKaul @rupasubramanya @chandanwriter @TheQuint @ShivAroor future convicts rush in where TRP hogs fear to tread #HomilyHour	fear	0: no fear can be inferred
2017-En-20876	Overtime... #TeamNA #WCH2016 	fear	0: no fear can be inferred
2017-En-21457	Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you. #faith #leadership  #mindfulness #success	fear	0: no fear can be inferred
2017-En-20492	dread pitt	fear	0: no fear can be inferred
2017-En-20090	Bloody hell Pam, calm yourself down. But could have sworn something black &amp; hairy just ran across the carpet, #perilsoflivingalone 	fear	3: high amount of fear can be inferred
2017-En-21929	I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind	fear	0: no fear can be inferred
2017-En-20330	We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16	fear	1: low amount of fear can be inferred
2017-En-21946	Hey @gmail why can I only see 15 sent emails? Where's the thousands gone? 	fear	0: no fear can be inferred
2017-En-20650	@aidankerrpol I think you should do. Get the fashion police involved. #shocking	fear	0: no fear can be inferred
2017-En-20607	Wishing i was rich so i didnt have to get up this morning #poor #sleepy #restless #sad #needsmoresleep	fear	0: no fear can be inferred
2017-En-21193	Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪	fear	3: high amount of fear can be inferred
2017-En-22146	@S_Moore24 wow that sounds terrific	fear	0: no fear can be inferred
2017-En-21780	@CornflakeDaddy @youngvulgarian Yeah, it was sooo horrific, I needed to sit down	fear	2: moderate amount of fear can be inferred
2017-En-21778	Mom you remember when Narley died? You cried like a baby! #bully	fear	0: no fear can be inferred
2017-En-20651	@OC_Transpo some weeks there are no problems but this week is unbelievable -- are you guys even running regular 12 buses? #awful #solate	fear	0: no fear can be inferred
2017-En-20866	The most important characteristic of leadership is the lack of #fear.  #activism #equity #revolution	fear	0: no fear can be inferred
2017-En-21189	@SAHARTHERAPPER I unfollowed without hesitation &lt;3	fear	0: no fear can be inferred
2017-En-21564	@Red9Nick @Audi_Nutz @NickBuck08 @Thompson2Neil @Insaniti_LFC @knoller2 @KemlynRoadStand @godisared don't be shy their great people👍🏻👍🏻	fear	0: no fear can be inferred
2017-En-21296	Time for some despair #SDR3  #fuckthisanime	fear	2: moderate amount of fear can be inferred
2017-En-21815	#travelfail #virgin #virginaus and #etihad #nightmare ... And now we're also delayed. #obvs 🙄😠	fear	0: no fear can be inferred
2017-En-21097	shake fries	fear	0: no fear can be inferred
2017-En-20823	I really hate Mel and Sue. They think they're hilarious and they're just awful	fear	0: no fear can be inferred
2017-En-20569	@_jamiebraidwood haha, horrific is all that needs to be said. Glad I'm away to Spain on Sat so missing game 🍹🍕🍺☉☉	fear	0: no fear can be inferred
2017-En-21303	@kevinrouth Now that's what I call a gameface! #gameface 	fear	0: no fear can be inferred
2017-En-22090	Happy Birthday to my favorite author, @StephenKing  #writer #author	fear	0: no fear can be inferred
2017-En-20259	@RJAH_NHS @ChrisHudson76 @mbrandreth #course day # potential Leadership #excited #nervous # proud	fear	1: low amount of fear can be inferred
2017-En-21599	@JamieSmart93 that was shocking!	fear	0: no fear can be inferred
2017-En-20924	#Trends thread;'P)..it was in my #drafts&amp;now #posted 2 mins after my #birthday..so #close:'O!:''/...but anyway it #really was the #start of	fear	0: no fear can be inferred
2017-En-20850	@UndeadLayne @Lauren_Southern all the bully	fear	0: no fear can be inferred
2017-En-20530	@jk_rowling never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump 	fear	0: no fear can be inferred
2017-En-21231	@lukeshawtime terrible	fear	0: no fear can be inferred
2017-En-20713	$100 says Teufel is 'reassigned' within the organization before next year, but I wish it was sooner... #Mets #thirdbasecoach #terrible #lgm	fear	0: no fear can be inferred
2017-En-20727	Don't forget 2 test yr #smoke #alarm, #carbon #monoxide #detector #batteries. It could save your #life. 🐈🐩 #Lovinleeds	fear	0: no fear can be inferred
2017-En-21899	@wrexham I've joined holidog, paw shake and tailster and have one regular customer I just love it 🙈🙈haha @EmilyHD26 @ellshd	fear	0: no fear can be inferred
2017-En-21887	@HillaryClinton Americans for HRC! Now maybe, as you see the world getting rid of terror to save their countries you'll get the  DEMS out.	fear	1: low amount of fear can be inferred
2017-En-21008	I'm curious to know just how much money the original Air Bud made to justify the continuation of these awful sequels and spinoffs.	fear	0: no fear can be inferred
2017-En-20671	I am in #shock and #awe and the places my #toddler manages to get his dinner.	fear	0: no fear can be inferred
2017-En-21867	@Mista_Nightmare i dont understand why u do videos every week spend time with your family instead of working on horror #takeabreak	fear	0: no fear can be inferred
2017-En-20313	In addition to fiction, wish me luck on my research paper this semester. 15-20 pages, oh boy. #daunting	fear	1: low amount of fear can be inferred
2017-En-21980	@OpheliaMCFLY_GD yes!! Once I'm done with people I'm really done.... lying to me is the worse thing someone can do I'm a nightmare 😂	fear	0: no fear can be inferred
2017-En-21915	.@monsoonuk Ordered before 10pm last night, paid for next day. Didn't bother to fufill order. Now 14 working days for a refund! 	fear	0: no fear can be inferred
2017-En-20455	@Morning_Joe @JoeNBC @mikebarnicle Trump says the refugee situation 'is not just about terrorism it's about quality of life.' Take note.	fear	0: no fear can be inferred
2017-En-21124	@Marissa_Frost @NevAmore_MFC awe I love you twooo!!! come adventure with me someday!	fear	0: no fear can be inferred
2017-En-21966	I'm so confused by the new American horror story 😩	fear	0: no fear can be inferred
2017-En-20086	@gdimelow @TheDailyShow @NivenJ1 @jordanklepper These interviews scare the crap out of me. I never imagined so many dumb, dumb Americans.	fear	3: high amount of fear can be inferred
2017-En-21265	US you need to band together not apart #nevertrump he promotes hatred and fuels 	fear	1: low amount of fear can be inferred
2017-En-22182	@jamieyates That's what we strive for, Jamie! Please don't hesitate to reach out if you have any questions along the way. 🙂	fear	0: no fear can be inferred
2017-En-21989	@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun	fear	0: no fear can be inferred
2017-En-22156	@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.	fear	0: no fear can be inferred
2017-En-20728	courage the cowardly dog is like american horror story for kids	fear	0: no fear can be inferred
2017-En-20198	Being alone is better than being lonely. Know what is worse than being lonely? Being empty; that's right!\n #Loneliness #aloneinthecity 	fear	2: moderate amount of fear can be inferred
2017-En-20843	When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' 	fear	0: no fear can be inferred
2017-En-20137	#India right of reply at #UNGA - #Pakistan preaching of human rights is by a country which is itself the global epicentre of #terrorism	fear	2: moderate amount of fear can be inferred
2017-En-21508	Collects all the times when Minerva would chew on his cape. Begins to shiver, runs a hand through his hair. \n\n'You can surely━\n@ardentflier	fear	0: no fear can be inferred
2017-En-21001	Everything you’ve ever wanted is on the other side of fear. –George Addair #ThursdayThoughts #yourpushfactor  #life #quote	fear	0: no fear can be inferred
2017-En-20450	Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme	fear	0: no fear can be inferred
2017-En-21366	@comcast you charge 150 extra for sending someone out and your cable service still doesn't work. That's robbery.  #cable #horrible #service	fear	0: no fear can be inferred
2017-En-20760	@MS_Hiddle_Batch no the flavour of Danish is far better but Danish pastry can be daunting to make!	fear	0: no fear can be inferred
2017-En-20250	@AmyMek this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country).  #wakeupcall	fear	1: low amount of fear can be inferred
2017-En-20111	Background. Suffered a bit at times of #stress. Always a bit #shy. About 8 years ago (aged 30) I was made redundant. That's when it started	fear	2: moderate amount of fear can be inferred
2017-En-21651	#EFT is the single most effective tool I've learned in 40 years of being a therapist-Dr. Curtis A. Steele (psychiatrist) #stress 	fear	0: no fear can be inferred
2017-En-21215	When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing	fear	3: high amount of fear can be inferred
2017-En-22109	@EricNobody @ArmouredSkeptic @YouTube This shit is gonna start a cold war of who can flag who first.	fear	0: no fear can be inferred
2017-En-21065	@Burnt_Out_Darth @theaterofscifi thanks. 	fear	0: no fear can be inferred
2017-En-20505	@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror	fear	0: no fear can be inferred
2017-En-20618	Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .	fear	0: no fear can be inferred
2017-En-20627	@Taniel @LOLGOP That'll be gosh darn terrific if they only check the brown people. Shucks, let's make a law to say only brown people.	fear	0: no fear can be inferred
2017-En-21248	@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible	fear	0: no fear can be inferred
2017-En-20410	@Theresa_Talbot @fleurrbie Haha...sorry about the dreadful puns... I need to get out more....I've been cooped up lately...	fear	0: no fear can be inferred
2017-En-22143	I'm so nervous 😭	fear	3: high amount of fear can be inferred
2017-En-21481	My doctor has taken a liking to poking prodding and drawing blood from me post dad. Over concern is nice but dear gawd needles :O	fear	2: moderate amount of fear can be inferred
2017-En-21819	I don't know what WiFi/ISP Rivertide Suites in Seaside #Oregon uses. But 53ms ping best I can get and a D/L test won't complete.. #terrible	fear	0: no fear can be inferred
2017-En-20748	@Gotham3 ~ Crushes are for kids! Just like trix. \rHow bout some full blown up Love that makes you quiver deep down into your core? Y E S *=*	fear	0: no fear can be inferred
2017-En-20436	@MasterTomTheDom  I hate winter, I dread it's arrival.	fear	0: no fear can be inferred
2017-En-22162	Fingers crossed I can finish all my work early enough this Friday in time to catch @Raury at LIB 😦  #timetogrind	fear	2: moderate amount of fear can be inferred
2017-En-21489	@Doubtism I'm not on about history or  other people, I'm on about you. I've bullied no one, I make three posts and you attack 	fear	0: no fear can be inferred
2017-En-20343	Round 2 #panic #pcola	fear	1: low amount of fear can be inferred
2017-En-21515	@ayeshashafique5 we are not concerned about Pakistan's internal affairs. But the terrorism as it's state &amp; economic policy.#terroristnation	fear	0: no fear can be inferred
2017-En-20267	Rooney ! Oh dear, oh dear ! Fucking dreadful 🙈⚽️⚽️	fear	1: low amount of fear can be inferred
2017-En-21102	Ready for my sweet princess to arrive. I'll he 37 weeks this Saturday! #excited 	fear	0: no fear can be inferred
2017-En-21398	#tulsa - Police manufacture murder... Wonder why we carry burners...? - MaxLevelz 	fear	1: low amount of fear can be inferred
2017-En-20988	.@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you 	fear	0: no fear can be inferred
2017-En-21473	Am I the only one with parking sensors who still manages to reverse into things? #nightmare	fear	0: no fear can be inferred
2017-En-21575	@Gen_Ironicus Musicians have a superstitious dread of crossing highway 69, true story	fear	0: no fear can be inferred
2017-En-20901	I really wanna go to fright fest 😩	fear	0: no fear can be inferred
2017-En-20374	Home is where the heart lies ! Love my little island but my birth city just ain't acting right &amp; im not feeling too good about it #restless	fear	1: low amount of fear can be inferred
2017-En-22092	@salutetroye you look adorable awe	fear	0: no fear can be inferred
2017-En-21129	It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista 	fear	0: no fear can be inferred
2017-En-20589	Farting in a hot are car when your windows don't roll down is terrible. #gag #BresAdvice	fear	0: no fear can be inferred
2017-En-21881	I need to learn to be in one place at one time and try not to worry about everything all at once	fear	1: low amount of fear can be inferred
2017-En-21235	Trying to book holiday flights on @britishairways website is becoming a 	fear	0: no fear can be inferred
2017-En-21157	There goes the butterflies in my stomach.  #anxietyproblems	fear	2: moderate amount of fear can be inferred
2017-En-20804	@StephenKing\n\nStephen King never once spoke out about how the Left crushes #FreeSpeech in publishing world.\n\n #Trump  #scifi #ccot #p2	fear	0: no fear can be inferred
2017-En-20681	a #monster is only a #monster if you view him through 	fear	0: no fear can be inferred
2017-En-21186	On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot 	fear	1: low amount of fear can be inferred
2017-En-21627	Whenever you are confronted by a wild animal or hostile individual remember that they can smell #fear or the fact you #poop your pants.	fear	2: moderate amount of fear can be inferred
2017-En-21901	Machine keeps beeping* \nNurse: Don't worry. You're all good. Vitals are normal for your size. \n*Walks back out* \nMatt: so you're dying....😑😂	fear	0: no fear can be inferred
2017-En-22086	Greatest sign of trust is me giving you my laptop or phone without hesitation	fear	0: no fear can be inferred
2017-En-21835	@caseycdutch @m_rath that's what some rioters are doing 	fear	0: no fear can be inferred
2017-En-21118	should I #start posting #photos?	fear	0: no fear can be inferred
2017-En-20741	The irony in that last is that Republicans - more likely to watch Fox News - distrust the news media more. Yet they can't see Fox's lies!	fear	0: no fear can be inferred
2017-En-22136	Right i may be an #sufc fan and the football maybe shit but marcos rojo for #mufc has had a shocking start he's just dreadful	fear	0: no fear can be inferred
2017-En-20558	I hate that a black lady is painting herself white on the internet for laughs and likes...  #BadForm #DidntLaugh	fear	0: no fear can be inferred
2017-En-20933	@eugenelaverty @WorldSBK all the best Moto GP is loosing a very talented rider 	fear	0: no fear can be inferred
2017-En-21573	@addy_caylen I told her I wasn't fighting her Bc I'm not trashy and she keeps tryna threaten me lmfao	fear	0: no fear can be inferred
2017-En-20420	@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.	fear	0: no fear can be inferred
2017-En-21951	@SurfaceSupport A profoundly disappointing experience. I have 2 pay almost $500 2 remedy a defect n the product @Microsoft sold me #terrible	fear	0: no fear can be inferred
2017-En-21101	#start ur day wit a smile\n#buviobby	fear	0: no fear can be inferred
2017-En-21346	penny dreadful just cleaved off a fraction of my heart	fear	1: low amount of fear can be inferred
2017-En-20184	Someone wake me when @Therealkiss make 2016 remix of 'Why'❗️b/w #TerrenceCrutcher #Election2016 #colinkapernick #terrorism #riots this 2much	fear	2: moderate amount of fear can be inferred
2017-En-20927	To com sede de milk shake	fear	0: no fear can be inferred
2017-En-20220	There's always that one song which makes you turn of the radio, as you'd rather sit in silence 😡 #awful	fear	1: low amount of fear can be inferred
2017-En-21267	Been up since 4am. Too scared to go back to sleep #nightmare — feeling scared	fear	3: high amount of fear can be inferred
2017-En-20456	If I was friends with me I'd hate me SO MUCH with the amount I bully them	fear	0: no fear can be inferred
2017-En-20830	@rkuuleiq Fear is best/beast product of God/s. :) #aTheism #theism #biBle  #christianity #hell #heaven #purgatory #psychology #jesus	fear	0: no fear can be inferred
2017-En-21327	Shame on you @SkyNews showing an elephant being hunted and killed, 	fear	2: moderate amount of fear can be inferred
2017-En-22217	Why does having anxiety drain some much of your energy #anxiety #sotired #needtosleepforhours	fear	3: high amount of fear can be inferred
2017-En-22091	@billmaher @realDonaldTrump was right and you two have very similar stances against #radical #islamic #terror. Time to anoint the Orange one	fear	0: no fear can be inferred
2017-En-21900	Will you #dedicate today to #love or #fear ? It is your #choice in each #moment . - Archangel Michael. #archangel #michael	fear	0: no fear can be inferred
2017-En-22157	@TheBadgerBoy check out the article on @SaintSkipper5 on @dailyecho #shocking	fear	0: no fear can be inferred
2017-En-20827	@UCSMindfulness thank u so much! we just finished another #mindfulness film called #release about #anxiety - plz share!	fear	0: no fear can be inferred
2017-En-22186	@christyfrink @stephenyeargin @El_Brandino I once hooked them up backward. Not recommended. #smoke #panic	fear	2: moderate amount of fear can be inferred
2017-En-20477	@JogglingDroid @BrancoCarmine @Otto_English yeah, #UK was quite the #bully	fear	0: no fear can be inferred
2017-En-20852	Now ...what to do for the next hour while waiting for #OurGirl to start @BBCOne ?!	fear	0: no fear can be inferred
2017-En-21054	Jorge deserves it, honestly. He's weak. #revolting #90dayfiance	fear	0: no fear can be inferred
2017-En-20817	Why is it when you nap during the day you are so comfortable but sleeping at night you'll never be as comfortable 	fear	0: no fear can be inferred
2017-En-21293	So going to local news immediately after #DesignatedSurvivor turns out to be a smooth transition. 'Chaos! A raging fire!...' #media 	fear	0: no fear can be inferred
2017-En-20035	I was literally shaking getting the EKG done lol 🙄	fear	3: high amount of fear can be inferred
2017-En-21580	@WestHamUtd why does the ticket website never work? Trying to buy Palace tickets and it's impossible and says there's an error 	fear	0: no fear can be inferred
2017-En-20388	a vote for #killary is like sticking a knife in a toaster  #MakeAmericaGreatAgain	fear	0: no fear can be inferred
2017-En-21244	Not the best horror ever but I like that the uncertainty	fear	0: no fear can be inferred
2017-En-20257	@SadiqKhan #terrorism shouldn't be a way of life in the united etates and wasn't until #islam brought it here! #IslamExposed #islambacon	fear	1: low amount of fear can be inferred
2017-En-21553	@mylittlepwnies3 \n&gt; #terrorism coffee addict\n&gt; blocks cats, writers, artists and hedonists	fear	0: no fear can be inferred
2017-En-21155	If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter	fear	2: moderate amount of fear can be inferred
2017-En-21178	Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. 	fear	0: no fear can be inferred
2017-En-20953	@97_aleix having a terrific game and not at all fazed #MCFC	fear	0: no fear can be inferred
2017-En-21278	@BennyN_PR If you need any assistance with your concern so it can be resolved, feel free to email us with your info. ^AP	fear	0: no fear can be inferred
2017-En-22242	McDavid breakaway. Lundqvist with a tremendous save.	fear	0: no fear can be inferred
2017-En-20276	@iSmashFizzle that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times #anxiety	fear	1: low amount of fear can be inferred
2017-En-22056	@darcomafloy OMG IM CRYING HAHAHAHA ikaw talaga tagagising ko HAHA shet i set my alarm BUT I FORGOT TO TURN IT ON but im awake now so--	fear	0: no fear can be inferred
2017-En-22097	Don't let worry get you down.  Remember that Moses started out as a basket case.  #lol \nToday, choose #faith over  #Moses	fear	0: no fear can be inferred
2017-En-20705	For the last 2 years the U.S. has been averaging about 4 terrorist attacks a month. Good debate topic. #Trump #Hillary #terror	fear	0: no fear can be inferred
2017-En-21119	I can be so shy but once I come out of my shell that's it 😂	fear	0: no fear can be inferred
2017-En-20464	@markhberman2003 @LanceZierlein @790blessing entire team from coaches on down played and coached scared from jumpstreet. 	fear	0: no fear can be inferred
2017-En-20141	Tomorrow is the day I cut and dye my hair! 😳 #nervous #excited	fear	2: moderate amount of fear can be inferred
2017-En-21601	First day of fall quarter tomorrow.  😰 #nervous #excited #anxious #blargh	fear	2: moderate amount of fear can be inferred
2017-En-22036	@_Adam_Price @WalesPolitics  Am afraid you're at back of BBC queue, editorially trumped by Ron Davies and bicycle paths	fear	0: no fear can be inferred
2017-En-22044	He's intimidated by my work ethic I think he knows I want his spot 🤔😉😂😂	fear	0: no fear can be inferred
2017-En-21665	@Apolocreed4 What is even more shocking is that someone gave him a record deal! lol	fear	0: no fear can be inferred
