ID	Tweet	Affect Dimension	Intensity Class
2017-En-40897	Write drunk. Edit Sober. \nForget to save. Wake hungover.\n#amwriting #sober	sadness	0: no sadness can be inferred
2017-En-40240	@MCFCDenver doing the exact same minus the beer sadly	sadness	2: moderate amount of sadness can be inferred
2017-En-40651	When tears r inappropriate: 'This day is holy to our Lord. Do not grieve, for the joy of the LORD is your strength.' Nehemiah 8:10 NIV #joy	sadness	0: no sadness can be inferred
2017-En-40560	@LacesUntied_ yea lol catchy you fret	sadness	0: no sadness can be inferred
2017-En-41063	Rooney = whipping boy. #mufc 	sadness	0: no sadness can be inferred
2017-En-21938	#2 complained then while his head and then called do not despair of God's mercy if you did sins go back to him and ask his forgiveness	sadness	1: low amount of sadness can be inferred
2017-En-41389	_Her mind is a #dark room,\nDeveloping #Madness  ♨😘	sadness	2: moderate amount of sadness can be inferred
2017-En-40656	Band members wanted. Contact me #NewcastleGateshead #Sunderland #musicians #musicbusiness #musicislife #music #musically #band #blues #folk	sadness	0: no sadness can be inferred
2017-En-40990	Overwhelming sadness.  This too shall pass.  #lonley #startingover	sadness	3: high amount of sadness can be inferred
2017-En-40702	@iJuvia_ \n\nHearing the noises, Akame opened her eyes and sat up, facing Juvia. She didn't expect at all to see someone around and staid --	sadness	0: no sadness can be inferred
2017-En-41402	Never let the sadness of your past ruin your future	sadness	0: no sadness can be inferred
2017-En-40583	-- used as a pawn in this red woman's game] For now, try not to fret and act as if nothing is amiss. This is a royal -- @TheLadyOfGlenco	sadness	0: no sadness can be inferred
2017-En-41180	(whisper) I cannot frown.	sadness	0: no sadness can be inferred
2017-En-40441	@BTS_twt people have so much negativity filled inside them but im always happy that in such a gloomy world someone like u exists Namjoon	sadness	1: low amount of sadness can be inferred
2017-En-21865	Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench	sadness	3: high amount of sadness can be inferred
2017-En-40676	Do not be discouraged by a slowing sales market. This will test your business model and pinpoint #strengths and #weaknesses.' @Ken_Dunn	sadness	0: no sadness can be inferred
2017-En-40743	The difference between someone's selfies when they're happy vs. unhappy is absolutely amazing.	sadness	0: no sadness can be inferred
2017-En-40949	Living with #depression doesn't mean you must be defeated by it\nevery day's a new day and yesterday doesn't decide what today looks like :-)	sadness	1: low amount of sadness can be inferred
2017-En-40179	Even a pencil✏ never #stayed  with me until it's #end ⚫ 😞	sadness	2: moderate amount of sadness can be inferred
2017-En-41200	Too many are on their 'yeah, the thing going on with cops shooting innocent people is sad - but just not in my backyard, so..' #sad #blm	sadness	3: high amount of sadness can be inferred
2017-En-41262	So blend the waters lie\nThere shrines and free-  The melancholy waters lie\nNo rays from out the dull tide-  As if the vine	sadness	1: low amount of sadness can be inferred
2017-En-40448	@kikibug13 Don't look. You'll only be very, very unhappy. \n\n(NNGH. I got the email notif THANK YOU.)	sadness	1: low amount of sadness can be inferred
2017-En-41493	@AshleyCWilson @MrDavidHobbs @IndyCaronNBCSN Glad the TV coverage was so successful because the attendance looked pretty dismal.	sadness	1: low amount of sadness can be inferred
2017-En-41069	ok yes I get it as much as the next guy -- bikes blues &amp; bbq is frustrating &amp; loud!!! but these ppl are traveling from all over to come --	sadness	0: no sadness can be inferred
2017-En-41450	All work and no play makes Jack a dull boy	sadness	1: low amount of sadness can be inferred
2017-En-40057	and again dirty and  self loathing attitude  mope talking	sadness	3: high amount of sadness can be inferred
2017-En-41078	Today you visited me in my dreams and even though you aren't physically gone I still mourn you	sadness	3: high amount of sadness can be inferred
2017-En-40318	Trying to take what's lost and broken and make it right	sadness	2: moderate amount of sadness can be inferred
2017-En-40203	@MHChat #mhchat Childhood experiences inform adult relationships. We have associative memories Not a question of ability to process #sadness	sadness	2: moderate amount of sadness can be inferred
2017-En-40675	@beIIrkes Es, I'm serious 23/8	sadness	0: no sadness can be inferred
2017-En-40557	@jodikantor @nytimes only if YOU will pay for them and YOU will be responsible for them and their doings. #sober #real #blind	sadness	0: no sadness can be inferred
2017-En-21929	I am going to make it my life's mission to discourage anyone from using @CapitalOne. They will rob you blind	sadness	2: moderate amount of sadness can be inferred
2017-En-41096	@nytimes media celebrated Don King endorsing #Obama in 08 and 12 now criticize him for endorsing #Trump who wants new Civil Rights era- sad	sadness	2: moderate amount of sadness can be inferred
2017-En-40322	5am blues while riding a cab home:\n- my belly is much bigger than the rest of my body\n- but i couldnt be preggy\n- how to lose it in a day	sadness	2: moderate amount of sadness can be inferred
2017-En-40759	TONIGHT - Fulford Arms, York \nTOMORROW - Bank Top Tavern, Oldham\nNEXT SATURDAY- Big Hands, Manchester \n\n#livemusic #punk #blues #rockandroll	sadness	0: no sadness can be inferred
2017-En-40591	Do not grow weary of doing good' a lasting legacy @billclinton @ClintonGlobal #CGI2016 #thankfulmoment @ProjectThankful	sadness	0: no sadness can be inferred
2017-En-40233	@tgshepherdvan I'm not there yet. Hasn't sunk in yet. Rest up.	sadness	2: moderate amount of sadness can be inferred
2017-En-40566	there are #serious #chinks in #India’s #armour'\n#protein\n#malnutrition\n#feedingIndia\n#skillingIndia\n#cognitive #deficit\n@Abhijit_Iyer	sadness	0: no sadness can be inferred
2017-En-41474	@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today	sadness	0: no sadness can be inferred
2017-En-40421	@DxfyingGrxvity - that were rather forlorn, scanning the witches house before resting back on Elphie. 'The Grimmerie is gone.'	sadness	1: low amount of sadness can be inferred
2017-En-41359	If you love something, let it go. If it comes back, it is yours. If it doesn't, it never will. #sadness #accepting	sadness	3: high amount of sadness can be inferred
2017-En-41022	Need advice on how to get out of this rut!!!!  #needmotivation	sadness	3: high amount of sadness can be inferred
2017-En-22077	@HartRamsey #UPLIFT If you're still discouraged it means UR Listening to the wrong voices &amp; looking to the wrong source. Look to the LORD!	sadness	0: no sadness can be inferred
2017-En-41381	@ImNotInfected — rather someone that could help her. Concern clouded her green eyes, not once having seen a girl alone in the woods and —	sadness	1: low amount of sadness can be inferred
2017-En-41332	@strong_bread dude we same fukc i lost my spectacles this morning.......	sadness	1: low amount of sadness can be inferred
2017-En-40643	Kinda wanna just book a vacation and go...anyone wanna tag along? #adventure #serious	sadness	0: no sadness can be inferred
2017-En-40531	Seeing something that hurt so much in the past in front of me now and not a single sign of grieve. Magicalllll.  ✨	sadness	0: no sadness can be inferred
2017-En-40065	so fucking sad when the person you love doesn't try fighting for your happiness, when you'd do anything for them.	sadness	3: high amount of sadness can be inferred
2017-En-40294	The new lock sound is grim	sadness	2: moderate amount of sadness can be inferred
2017-En-40237	@TalesofanAlfa @David_Milloy \nI like your thinking...but sadly no - that's the shed 😢	sadness	2: moderate amount of sadness can be inferred
2017-En-41011	Candace &amp; her pout are getting right on my tits #GBBO	sadness	0: no sadness can be inferred
2017-En-40016	We can't even grieve over one black body before another one pops up due to pig brutality	sadness	3: high amount of sadness can be inferred
2017-En-40005	So when I try I fail... and when I don't try... I still fail... #confused and #lost	sadness	3: high amount of sadness can be inferred
2017-En-40340	@theJeremyVine Noel Edmonds reckons a cat he's talking to is stressed because of the uncertainty over #GBBO future!?!? #plot #lost	sadness	1: low amount of sadness can be inferred
2017-En-41472	Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in	sadness	1: low amount of sadness can be inferred
2017-En-40812	@StaceyDavidson_ You're a thief and a liberal mope, investigated by the financial services board for theft of govt retirement funds. THIEF	sadness	2: moderate amount of sadness can be inferred
2017-En-40999	We're in contained depression. Only new economic engine is #Sustainability, say Joel @makower + @markmykleby @ #VERGEcon. #NewGrandStrategy	sadness	2: moderate amount of sadness can be inferred
2017-En-41301	Awake at 5.30am with a seriously bad throat 😩😩😩😩😷🤒 glands feel huuuuuuuge and I'm in uni soon! #grim	sadness	3: high amount of sadness can be inferred
2017-En-40806	Season 3 and Charlie is still a prick! #lost	sadness	0: no sadness can be inferred
2017-En-40182	I'd rather die alone then end up with somebody who can't be sober	sadness	2: moderate amount of sadness can be inferred
2017-En-40554	@MarGraham I am practically obsessed with it, the very thought of their departure makes me feel both melancholic and grateful.  Safe journey	sadness	0: no sadness can be inferred
2017-En-41052	Go follow 'juspopmolly' on snapchat that hoe sitting on the sink right now @Cocaineandtacos	sadness	0: no sadness can be inferred
2017-En-40860	My 2 teens sons just left in the car to get haircuts. I'm praying up a storm that they make it home safely!! #sad #TerenceCrutcher	sadness	2: moderate amount of sadness can be inferred
2017-En-41254	Always borrow money from a pessimist; he doesn't expect to be paid back.	sadness	0: no sadness can be inferred
2017-En-41034	@othrcarl @IX_SW @purenift I'm sadly not, I'm just being smutty	sadness	2: moderate amount of sadness can be inferred
2017-En-40172	@TDYLN sadly not :(	sadness	2: moderate amount of sadness can be inferred
2017-En-41057	How do you help someone with #depression who doesn't believe they have it and doesn't trust therapists?	sadness	2: moderate amount of sadness can be inferred
2017-En-40713	9/30 Howland Cultural Center, #BeaconNy Vickie Raabin &amp; Chris Raabe #blues #soul 8pm  @LocalMotionWVKR @hiddencitiesnyc 845-831-4988	sadness	0: no sadness can be inferred
2017-En-40833	@Barcabhoy1 Of course not. Didn't sink his studs into a knee like Forrester	sadness	0: no sadness can be inferred
2017-En-40610	Transparency and openness ' is a dull sell for a fans group - want more verbs like buying, defending, building and securing.	sadness	0: no sadness can be inferred
2017-En-40533	were sat in my sat room cloved watchin Manchester Unide @ManUtd v Norffampton do you fink but @WayneRooney is still goal fret at iced level	sadness	0: no sadness can be inferred
2017-En-41452	Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen 😢	sadness	3: high amount of sadness can be inferred
2017-En-40695	gloomy weather puts me in the best mood	sadness	0: no sadness can be inferred
2017-En-41094	me: tis a dreary day today\nfriend: he's a teenager not Shakespeare's reincarnation \n\nim such a dumbass lol	sadness	1: low amount of sadness can be inferred
2017-En-41258	@localblactivist I'm always a little bit weary of speaking up because 1. I don't want to hijack the convo - as an LGBT person, I've seen	sadness	1: low amount of sadness can be inferred
2017-En-40090	Baaarissshhhhh + sad song =  prefect night — feeling alone	sadness	3: high amount of sadness can be inferred
2017-En-40698	tones - \n: 1/2 of my favourite chris pine stans. i love tones more than anything, mt sweet summer child i will attack anyone who hurts her	sadness	0: no sadness can be inferred
2017-En-41118	gotta say this n put it out there. whoever u r, u should support other people's decisions n not discourage them...	sadness	0: no sadness can be inferred
2017-En-41240	This is the @Fender #blues #junior. I'm looking forward to play on it as soon as possible. #guitar #guitarrist #music	sadness	0: no sadness can be inferred
2017-En-40578	Learning how to use twitter #lost	sadness	0: no sadness can be inferred
2017-En-40872	@MHChat sadness with resentment is the past, sadness with fear is the future. try to live in the now #MHchat	sadness	1: low amount of sadness can be inferred
2017-En-40708	#Jazz - the #blues is the roots, the rest is the fruits	sadness	0: no sadness can be inferred
2017-En-41272	Actually I always idealize the end of my relationships .. Such a pessimist	sadness	2: moderate amount of sadness can be inferred
2017-En-41018	Getting so excited for @ClearwaterJazz 2016!! We play the main stage Sunday Oct. 16 at 3:30!! #jazzholiday #riesbrothers #rock #blues #jam	sadness	0: no sadness can be inferred
2017-En-40731	Damn gud #premiere #LethalWeapon...#funny and 	sadness	0: no sadness can be inferred
2017-En-40393	@KristenWACamera I really enjoyed both episodes. I had a bit of a gloomy day today but I feel a sense of inspiration from listening.	sadness	1: low amount of sadness can be inferred
2017-En-41489	That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire	sadness	0: no sadness can be inferred
2017-En-40119	This room is rather dreary, but we endure what we must.	sadness	3: high amount of sadness can be inferred
2017-En-40987	@ashleighjessica @zacflint1 I'd give that pout the firm D	sadness	1: low amount of sadness can be inferred
2017-En-40969	So drunk me hid my keys very well sober me couldn't find it anywhere	sadness	0: no sadness can be inferred
2017-En-40160	Had to give my 11yo AfAm son this advice today: 'be polite, no sudden movements, keep hands where they can see them'. #sadness	sadness	2: moderate amount of sadness can be inferred
2017-En-40922	i am about to find the sadness in graham's lyrics	sadness	2: moderate amount of sadness can be inferred
2017-En-40948	Not a great start but good comeback from the boys to earn a point. Bring on Saturday #blues	sadness	0: no sadness can be inferred
2017-En-41408	its a gloomy day, im cuddled in my bed watching brendon covering songs and i couldnt be more relaxed or happy 😋	sadness	0: no sadness can be inferred
2017-En-40038	come to the funeral tomorrow at 12 to mourn the death of my gpa	sadness	3: high amount of sadness can be inferred
2017-En-40487	When we are weak &amp; in despair, our Mighty God is near;He will give us strength &amp; joy &amp; hope, &amp; calm our inner fear, just have faith &amp; trust.	sadness	0: no sadness can be inferred
2017-En-40879	@xaninaany I'm so serious DM me I'll tell u more	sadness	0: no sadness can be inferred
2017-En-41148	Henderson showing that when times are hard he leaves or goes missing #AFLCatsSwans #seenitbefore #lions #blues	sadness	0: no sadness can be inferred
2017-En-40679	TGIF! Hope everyone that needs to find #recovery can and that our friends stay #sober this weekend! @REBOSTreatment @BlvdCenters	sadness	0: no sadness can be inferred
2017-En-40213	I wonder what would happen if I were a father. #weary	sadness	2: moderate amount of sadness can be inferred
2017-En-40499	What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - (@ScarredTiger)	sadness	0: no sadness can be inferred
2017-En-40438	@LucidBurrito Doesnt do it to anyone else, he literally pulled me into the office cause someone complained I spit in the sink yesterday	sadness	1: low amount of sadness can be inferred
2017-En-40545	@sundersays made me laugh, that quote. In a sort of rueful way.	sadness	0: no sadness can be inferred
2017-En-40363	@realDonaldTrump negative campaign of doom and gloom don't win elections	sadness	1: low amount of sadness can be inferred
2017-En-40207	@knology has providing customers w/equipment that doesn't deliver speeds of internet services that they have been charging.  #scam	sadness	2: moderate amount of sadness can be inferred
2017-En-41508	@RealTimBooth I've never been fond of having dark eyes until seeing this share.	sadness	0: no sadness can be inferred
2017-En-40289	Dylon felt dejected. He has a dejected aunt!	sadness	2: moderate amount of sadness can be inferred
2017-En-40588	I don't know why everyone is pretending to be sad about angelina and brad, everyone knows his dumb ass should've stayed with jennifer.	sadness	0: no sadness can be inferred
2017-En-40856	I'd rather laugh with the rarest genius, in beautiful alliance with his own being, where he kept his sadness. #melancholy	sadness	3: high amount of sadness can be inferred
2017-En-40729	@BlurtAlerts 'the darkest of nights can be bright, the solemn of faces lights up with a smile'. -@Totemprince believe in me, as I do in you	sadness	0: no sadness can be inferred
2017-En-40601	Bro Why pine green forget me nots are mediumpurple pickering is not lit and so on	sadness	0: no sadness can be inferred
2017-En-41251	Love is when all your happiness and all your sadness and all your feelings are dependent on another person.	sadness	0: no sadness can be inferred
2017-En-41300	Heart heavy for lost furry family members. Remembering Max and Ozzie. Forever friends as 🐶😇	sadness	3: high amount of sadness can be inferred
2017-En-41241	Dreams dashed and divided like million stars in the night sky.	sadness	3: high amount of sadness can be inferred
2017-En-41166	@OniLink86 @DarekMeridian lmao awe... 	sadness	0: no sadness can be inferred
2017-En-41279	someone explain female human beings to me, they're depressing me ._.	sadness	3: high amount of sadness can be inferred
2017-En-40198	@RossKemp great programme tonight #sad #upsetting #extremeworld	sadness	2: moderate amount of sadness can be inferred
2017-En-40475	@jeremycorbyn @magstogether my god is @jeremycorbyn a full shilling? Seriously you need a major rethink or no lab gove in your lifetime 	sadness	0: no sadness can be inferred
2017-En-41459	I need all your attention! If I don't I'll pout..	sadness	0: no sadness can be inferred
2017-En-40962	Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety  #pain	sadness	3: high amount of sadness can be inferred
2017-En-40316	When you saw a t-shirt with the phrase 'My mind is a dangerous place to be' and you would like to buy, but in Italy don't sell it. #sadness	sadness	2: moderate amount of sadness can be inferred
2017-En-41356	Although this is my best semester so far, this is also my most depressing because I'm constantly reminded that I'm not meant for greatness	sadness	3: high amount of sadness can be inferred
2017-En-40180	so gutted i dropped one of my earrings down the sink at school	sadness	2: moderate amount of sadness can be inferred
2017-En-21965	Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!	sadness	0: no sadness can be inferred
2017-En-40114	@TootingCommon stop!!! Don't make me laugh when I'm being sad.	sadness	3: high amount of sadness can be inferred
2017-En-40001	Feeling worthless as always #depression	sadness	3: high amount of sadness can be inferred
2017-En-41089	Listening to @wdwradio at work is my slice of sunshine in this dreary cube world #9to5life	sadness	1: low amount of sadness can be inferred
2017-En-21614	Love all the ex United managers on Twitter who form our fanbase. Honestly I despair at times. Just back the fucking team eh #MUFC	sadness	2: moderate amount of sadness can be inferred
2017-En-40195	Brb going to sulk in bed until Friday	sadness	2: moderate amount of sadness can be inferred
2017-En-41412	It's always depressing to sort WordPress plugin recommendations not by 'best' but by 'least offensive in terms of premium features.'	sadness	2: moderate amount of sadness can be inferred
2017-En-40762	@GOP she's ahead in the polls &amp; after Trumps dismal performance at upcoming debate, it will be an easy win for Hillary.	sadness	0: no sadness can be inferred
2017-En-41344	it's pretty depressing when u hit pan on ur favourite highlighter	sadness	2: moderate amount of sadness can be inferred
2017-En-41444	@5SOS I swear I will not go mourn because😭😭💔💔	sadness	2: moderate amount of sadness can be inferred
2017-En-40889	@JensenAckles @jarpad whatever Sam is holding on your tee looks like it's got a droop on 😂	sadness	0: no sadness can be inferred
2017-En-41033	@hamzakhawaja99 just die depression.	sadness	3: high amount of sadness can be inferred
