ID	Tweet	Affect Dimension	Intensity Class
2017-En-30917	@DDogsScout 'Oh!' Almost with odd cheerfulness, Big Boss offers: 'Muzzle flash blinding. Accidental by the guy who became my best friend.'	valence	0: neutral or mixed emotional state can be inferred
2017-En-31281	@NFLonFOX @TheDoctorCarson @FOXSports Easy, breezy, beautiful...	valence	2: moderately positive emotional state can be inferred
2017-En-31189	Being in the countryside all day was so pleasing	valence	3: very positive emotional state can be inferred
2017-En-30750	@bear_ing you asshole... you made me sexually attacked to a animated bear :-P	valence	-2: moderately negative emotional state can be inferred
2017-En-22058	@swarbleflop @LightskinJesuSP they're both pretty awful when you look at them historically	valence	-2: moderately negative emotional state can be inferred
2017-En-30420	@Corsair those sparkling looks like a gay vampire 😁	valence	1: slightly positive emotional state can be inferred
2017-En-20754	What do Aquila, Ajahnae, and Euriechsa have in common besides ridiculously stupid,horrible,ugly, God awful names? Tracey IS NOT their father	valence	-2: moderately negative emotional state can be inferred
2017-En-31213	@SquishyJiminie aww thank you!! I'm definitely feeling much better today and your messages cheer me up too ☺️	valence	2: moderately positive emotional state can be inferred
2017-En-30226	The T.I / Shawty Lo beef is one of the more underrated ones in hip-hop history. Chock-full of wit, bravado and hilarity.	valence	1: slightly positive emotional state can be inferred
2017-En-30475	And you as well! #sparkling @cherebork @MelissaJoyRD @SarahKoszykRD @eat4performance @rustnutrition @jenhaugen	valence	1: slightly positive emotional state can be inferred
2017-En-21150	@1johndes ball watching &amp; Rojo'd header was equally dreadful!!	valence	-2: moderately negative emotional state can be inferred
2017-En-11457	For every minute you are angry you lose sixty seconds of happiness. - Ralph Waldo Emerson #quote	valence	1: slightly positive emotional state can be inferred
2017-En-40386	@jccrocker #CharlotteProtest do u #wait 4 the facts #video or do u #hate now ask questions later  #protest #PoliceShootings #suggestions	valence	0: neutral or mixed emotional state can be inferred
2017-En-40771	Please bear with me, I'm not Twitter savvy😝 in real life I'm a Facebook person. Help me gain followers 🤓 #blog #selfhelp 	valence	0: neutral or mixed emotional state can be inferred
2017-En-20593	And here we go again 😓 	valence	-2: moderately negative emotional state can be inferred
2017-En-30100	I found #marmite in Australia. `:) #happy	valence	3: very positive emotional state can be inferred
2017-En-30611	Misery loves company. The church ought to be a place where it finds none.\n-Pastor Kris Theobald #joy #rejoice	valence	1: slightly positive emotional state can be inferred
2017-En-21527	Does this blow your mind as much as it blew mine, or did I just sexually harass someone? #WHOA #Mindblown #huh #setback #fright #madashell 😂	valence	2: moderately positive emotional state can be inferred
2017-En-10199	@canada4trumpnow @donlemon he has BAD TEMPERAMENT  #HissyFits	valence	-2: moderately negative emotional state can be inferred
2017-En-30535	@TheNotoriousMMA looking like @MIckeyRourkeFP in his heyday	valence	0: neutral or mixed emotional state can be inferred
2017-En-30739	@blackeyed_susie They ain't going away, and I don't want to see them hurt; changing hearts/minds is really our only option, no? 	valence	-2: moderately negative emotional state can be inferred
2017-En-30502	i'm doing laundry and watching that 70's show with a bunch of strangers.  #birthday #to #me	valence	0: neutral or mixed emotional state can be inferred
2017-En-31249	that's my breezy breezy breezy that's my breezy that's my buzzinnnnnn.	valence	1: slightly positive emotional state can be inferred
2017-En-31557	never #make a decision when you are .. #angry &gt;_&lt; .... and never make a #promis when you are #happy :) :*	valence	0: neutral or mixed emotional state can be inferred
2017-En-20042	@danisnotonfire you made me cry and shake to the point where my parents had to calm me down and give me calming tablets...	valence	-3: very negative emotional state can be inferred
2017-En-31117	A delight to be at the Lane tonight and witness the debuts of some young talent that could be the backbone of our club!! #COYS	valence	3: very positive emotional state can be inferred
2017-En-20199	I can never find the exact #emoji that I'm after at the exact moment that I need it #panic	valence	-2: moderately negative emotional state can be inferred
2017-En-30063	@alpuzz Ah, but once I got it to work, there was much rejoicing! Lol thanks will get it to do taht now.	valence	3: very positive emotional state can be inferred
2017-En-10138	..... wakes up and says 'have you tried changing her nappy?' 😡👊🏼 !!!!	valence	-2: moderately negative emotional state can be inferred
2017-En-10716	Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness	valence	-1: slightly negative emotional state can be inferred
2017-En-40639	Never let me see you frown	valence	-1: slightly negative emotional state can be inferred
2017-En-40116	@GoPro your UX online is appalling! No clear save button, not being able to use any generic TLD's #unhappy	valence	-3: very negative emotional state can be inferred
2017-En-31207	@alicereidy more of a hearty Italian man myself	valence	0: neutral or mixed emotional state can be inferred
2017-En-21895	@amychozick @jswatz Not a word about terrorism.	valence	0: neutral or mixed emotional state can be inferred
2017-En-30810	@MaxVenator We've had no foreign policy but have had goofy Secretary of State John Kerry with his devil may care pose and jaunty blue scarf.	valence	0: neutral or mixed emotional state can be inferred
2017-En-40758	Very long day. Thank goodness for Bake Off to brighten up a weary Wednesday ☺ #GBBO	valence	0: neutral or mixed emotional state can be inferred
2017-En-30021	When you wake up from a dream laughing at something stupid, and that makes you laugh more #hilarious	valence	3: very positive emotional state can be inferred
2017-En-20518	Hope was an instinct only the reasoning human mind could kill. An animal never knew despair.	valence	-1: slightly negative emotional state can be inferred
2017-En-11107	@jonfavs Don King is an insult to the intelligence of the Black Community.  What are these people thinking?	valence	-3: very negative emotional state can be inferred
2017-En-30998	@FilthyFrank My first time watching your vids and i died of laughter. Keep this up dude	valence	3: very positive emotional state can be inferred
2017-En-30725	@Spacekatgal @outmagazine Its okay to be trans just rejoice with the trans in the trans way. By the way it's not your business, so why care?	valence	0: neutral or mixed emotional state can be inferred
2017-En-21875	Omg I actually thought she was going to jump.  #SouthPark20 #southpark	valence	-2: moderately negative emotional state can be inferred
2017-En-30068	@TheSandraGal Glad to see that you're having fun in the sun. Water sports are always fun, challenging, and exhilarating. #happiness #beauty	valence	3: very positive emotional state can be inferred
2017-En-41505	This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-)	valence	-2: moderately negative emotional state can be inferred
2017-En-21858	Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn! #restless	valence	-3: very negative emotional state can be inferred
2017-En-31388	The LORD your God is in your midst—a warrior bringing victory. He will create calm with his love; he will rejoice over you with singing.	valence	1: slightly positive emotional state can be inferred
2017-En-30198	#personaldevelopment\n\nToday is a gift, that's why it's called the present... #happiness #optimism #entrepreneur #personaldevelopment …	valence	3: very positive emotional state can be inferred
2017-En-31169	Nice Idea collect all relevant socialmedia in one-But dont be automatic pls #worldsapp ⬅️ #chirp #appsworld #socialmedia @DanielFeuer merci🎈	valence	0: neutral or mixed emotional state can be inferred
2017-En-21318	I can never find the exact #emoji that I'm after at the exact moment that I need it #nuclear #missiles.\n\n#IndianArmy 	valence	-2: moderately negative emotional state can be inferred
2017-En-10460	Brendan Rodgers looks fuming 😭	valence	-2: moderately negative emotional state can be inferred
2017-En-22193	@GOtvNg CN seems like you only appreciate good reviews. No apologies to my concern years ago.	valence	-2: moderately negative emotional state can be inferred
2017-En-30117	My friend just messaged me 'ugh I'm so hungry I can't wait for breakfast' #socialmedia #WineWednesday #hilarious #funny #laughing #happy	valence	3: very positive emotional state can be inferred
2017-En-30189	I am always ready to #smile.	valence	2: moderately positive emotional state can be inferred
2017-En-10379	@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.	valence	-2: moderately negative emotional state can be inferred
2017-En-10355	@PuseLepuru it's the irritation of not having found the corpse	valence	-3: very negative emotional state can be inferred
2017-En-31552	Like I said ➡ there's plenty of cheddar in the cheese to go around! For everyone. ☺ #smile	valence	2: moderately positive emotional state can be inferred
2017-En-41183	@RobertWesley3 I'm #mad that my brother is #sad ! Feel better bub!	valence	-2: moderately negative emotional state can be inferred
2017-En-30767	@ClvlndK8 It's so sad! There's always such optimism with a new year. This is...not good. @BuckshotBandit1 @dapostrophearcy	valence	-2: moderately negative emotional state can be inferred
2017-En-30933	one thing I can say is that you kept me smiling	valence	3: very positive emotional state can be inferred
2017-En-30269	It's meant to be!!  	valence	0: neutral or mixed emotional state can be inferred
2017-En-30462	Your lion's heart\nWill protect you under stormy skies\nAnd I will always be listening for your laughter and your tears	valence	1: slightly positive emotional state can be inferred
2017-En-31341	Lets get this Astros/A's game going already!  We're going to need all 5 of you in attendance to cheer the A's to victory!	valence	0: neutral or mixed emotional state can be inferred
2017-En-31238	Well that was exhilarating. I didn't know you could have goosebumps for 2 hrs 5m straight.	valence	2: moderately positive emotional state can be inferred
2017-En-31440	Bet pawpaw is having a good time rejoicing up in heaven for his first birthday there!	valence	0: neutral or mixed emotional state can be inferred
2017-En-31466	Vincent looking super lively boy... Hattrick perhaps lol	valence	1: slightly positive emotional state can be inferred
2017-En-40080	in health we did a think about depression and now i feel like i have it	valence	-2: moderately negative emotional state can be inferred
2017-En-10339	@Thebeast_ufc what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔	valence	-1: slightly negative emotional state can be inferred
2017-En-11026	I HATE little girls 😡😡 got a lot off growing up to do!!! #fuming	valence	-3: very negative emotional state can be inferred
2017-En-21272	@JamesPiotr I am working on a feature right now about the preponderance of awful owners who are at war with fans. So many to choose from.	valence	-2: moderately negative emotional state can be inferred
2017-En-31494	It take so little to make a child's life joyful, why do we work so hard to make their lives hell? @MiddleEastEye Peace	valence	0: neutral or mixed emotional state can be inferred
2017-En-30228	Omg I'm outside making beats with garageband and some little birds  decided to chirp along （≧∇≦）	valence	0: neutral or mixed emotional state can be inferred
2017-En-40273	@DoubleEph sadly his best days are behind him	valence	-2: moderately negative emotional state can be inferred
2017-En-20423	@zavvi @zavvihelp only offering 6 moth warranty #ps4pro #shocking #truth #ripoff	valence	-2: moderately negative emotional state can be inferred
2017-En-31263	Ok, it seems there is still hope in BSNL 🙂\nNow, BB speed is ok 🙂\nBut I won't thank and elate much lest it be gone again like before 😐🙂	valence	0: neutral or mixed emotional state can be inferred
2017-En-30220	chirp chirp! what a beautiful white and red bird! 🐦	valence	1: slightly positive emotional state can be inferred
2017-En-30616	@Blancalanka96 thought it'd be fun and it is not fun but on the bright side I don't have to fight for parking	valence	0: neutral or mixed emotional state can be inferred
2017-En-41395	It's been 5 weeks and I still go through depression smh	valence	-3: very negative emotional state can be inferred
2017-En-10206	@sueblue35 @nsoz7 @immortalbulldog huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living. #outrage	valence	-3: very negative emotional state can be inferred
2017-En-30722	@Nikhilv95 @LydiajaneF I wish, I really, truly wish, that I had just a modicum of your banter. 	valence	0: neutral or mixed emotional state can be inferred
2017-En-30295	Use your smile to change the world. Don't let the world change your smile.' #quote #actorslife #smile #love #hardworkpaysoff #fun	valence	3: very positive emotional state can be inferred
2017-En-40964	One point: DSP claims YTers lost half their viewership in 2012 if they weren't using direct capture. That's when the search changes happened	valence	0: neutral or mixed emotional state can be inferred
2017-En-30744	.@POTUS Obama describes his temperament as 'steady &amp; on the buoyant side.'	valence	-2: moderately negative emotional state can be inferred
2017-En-30377	- the joyous occasion of laughing at the ostentatious display of disrespect. Bruce just scoffed at the entire scene. This wasn't Batman’s -	valence	0: neutral or mixed emotional state can be inferred
2017-En-30188	The current run of superman continues to be a delight! You can feel the love poured into it by everone on the creative team #superman	valence	3: very positive emotional state can be inferred
2017-En-31519	Come to the @BullSkitComedy FUNdraiser this Fri. at 8pm @TheScottBlock. Because #pie + #face = !	valence	1: slightly positive emotional state can be inferred
2017-En-21027	@washingtondc @NMAAHC That is Noah Ark, it's a terrific design.	valence	0: neutral or mixed emotional state can be inferred
2017-En-30276	I'm a cheery ghost.	valence	1: slightly positive emotional state can be inferred
2017-En-31326	did you know that the sparkling letters in Super Mario Galaxy spell out U R MR GAY	valence	0: neutral or mixed emotional state can be inferred
2017-En-11505	@Markk1872  Red heads are more fiery.	valence	0: neutral or mixed emotional state can be inferred
2017-En-21020	Solid starts by #Bozzelli and #BenEvans. Hoping for a good #start !	valence	2: moderately positive emotional state can be inferred
2017-En-30426	Relive Vegas' heyday with Rat Pack tribute	valence	0: neutral or mixed emotional state can be inferred
2017-En-10507	@fleetstreetfox It's buzzing pathetically for sympathy if you let it out it will twirl it's moustache, chuckle and sting you #Psychowasp	valence	0: neutral or mixed emotional state can be inferred
2017-En-20140	Job interview in the afternoon  #ek	valence	0: neutral or mixed emotional state can be inferred
2017-En-31363	Today I answered a call from a college rep who didn't realize I did, and I got to hear part of his lively debate about if evolution is real.	valence	0: neutral or mixed emotional state can be inferred
2017-En-30417	I've got some new pens to break in. Name an animated series and I'll draw you in that style 🖍	valence	1: slightly positive emotional state can be inferred
2017-En-10395	If I spend more than £10 in shimmy on £1 drinks I'll be raging, but we all know it's gonna happen	valence	-2: moderately negative emotional state can be inferred
2017-En-30956	#terribledebatequestions has given me so many laughs this afternoon! Thanks Twitter!  #cleverpeople	valence	3: very positive emotional state can be inferred
2017-En-30393	Just now we were rejoicing that we finally won a match the draw just revealed that we are facing city next. This life sef	valence	-1: slightly negative emotional state can be inferred
2017-En-30265	I thought I got mad for anything but my bf gets mad over any little thing lmfao shit be hilarious	valence	1: slightly positive emotional state can be inferred
2017-En-22155	I seriously hope these chances Celtic are missing are going to come back to haunt them with an Alloa sucker punch	valence	-1: slightly negative emotional state can be inferred
2017-En-41293	i cant live anymore my roblox got termianted :(((((((((((((((((((((((( #sad #killme #lol #robloxgamer	valence	-3: very negative emotional state can be inferred
2017-En-31381	@Ginger_Naylor *Connie came back in* Hey you seem a bit more lively	valence	0: neutral or mixed emotional state can be inferred
2017-En-20118	in my dream....They were trying to steal my kidney!!!  #blackmarket #whydidiwatchthat	valence	-2: moderately negative emotional state can be inferred
2017-En-20618	Obama admin rejects Texas plan to have refugees vetted for terrorism so Texas pulls of of fed refugee resettlement program. Aiding .	valence	-2: moderately negative emotional state can be inferred
2017-En-10907	Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 	valence	-2: moderately negative emotional state can be inferred
2017-En-31432	Impractical Jokers...practically genius!!!  @BQQuinn #laughter #good4thesoul #ImpracticalJokers #bingewatching	valence	2: moderately positive emotional state can be inferred
2017-En-21015	#nana 4 hoco bc my dream since freshman year awe 😙❤❤❤ @thecandeyman	valence	2: moderately positive emotional state can be inferred
2017-En-30678	@crumpledlinen he chirp	valence	0: neutral or mixed emotional state can be inferred
2017-En-41196	The ghost of Stefano reflects on the grim indignity of being murdered by corrupt cops in faux love. #days	valence	0: neutral or mixed emotional state can be inferred
2017-En-30485	Just like there is a right way to pray, there is a right way to give - not grudgingly or of necessity, but cheerfully. #woficc	valence	0: neutral or mixed emotional state can be inferred
2017-En-10405	Guy across from me in a really ugly suit cannot stop expressing his displeasure	valence	-3: very negative emotional state can be inferred
2017-En-30749	f breezy	valence	1: slightly positive emotional state can be inferred
2017-En-30795	Turns out 'it' wasn't even anything to be concerned about at all. Im happy and a bit frustrated it took so long to get this answer.	valence	0: neutral or mixed emotional state can be inferred
2017-En-41198	Bojack Horseman: the saddest show ever written?? #depression #season1	valence	-3: very negative emotional state can be inferred
2017-En-31596	Dehydrated, exhausted, stressed but still blessed. 	valence	0: neutral or mixed emotional state can be inferred
2017-En-31426	I want my highlight to be so bright that if I ever get lost and someone is looking for me in the dark, they'll find me.	valence	0: neutral or mixed emotional state can be inferred
2017-En-31479	#Appreciate what you have &amp; enjoy your life. \nUse your #smile 😃 to help others use theirs. ☺️	valence	2: moderately positive emotional state can be inferred
2017-En-30241	What if.... the Metro LRT went over the Walterdale?!?! 😂 #yeg 	valence	1: slightly positive emotional state can be inferred
2017-En-31123	@cedricyarbrough We love you! #hilarious   We are looking forward to SO much more!  #kudos on the #pilot @Speechless_ABC #speechless	valence	3: very positive emotional state can be inferred
2017-En-30708	A former diplomat is quite gleeful about the situation of Pakistan on @TimesNow\nNot quite stiff upper lip of diplomacy seen normally	valence	-2: moderately negative emotional state can be inferred
2017-En-41041	Sigh. I got a B- .. #depressing	valence	-3: very negative emotional state can be inferred
2017-En-30347	@yoursecretsub1 Trust me dear, if you want to make anything invisible, hang a wet paint on it, and hilarity will ensue.	valence	1: slightly positive emotional state can be inferred
2017-En-31615	Asked one thing from our guys tonight and got it! #happy #proud #disappointed - THAT IS FOOTBALL #timetoclimbthetable	valence	0: neutral or mixed emotional state can be inferred
2017-En-30865	When we give cheerfully and accept gratefully, everyone is blessed. »Maya Angelou	valence	2: moderately positive emotional state can be inferred
2017-En-30380	When you're prof suggest @Pharrell and William James may be unlikely dialogue partners and then plays the #happy video #WeAreCST	valence	1: slightly positive emotional state can be inferred
2017-En-10643	be strong, independant and practical. stop living in your world of fantasy. snap out of it. the faster u get used to the reality, the better	valence	0: neutral or mixed emotional state can be inferred
2017-En-40694	Beats is accurately all-powerful with respect to high-quality high-frequency speaker in re the extra desolate relating to fire-ea:…	valence	0: neutral or mixed emotional state can be inferred
2017-En-20831	@SteveBryantArt I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir.	valence	0: neutral or mixed emotional state can be inferred
2017-En-10096	@NeoFundie @fitchest Ha. Right. I'm from San Jose, CA, and I was offended right there with you. Dave, go on a walk or something next time.	valence	-2: moderately negative emotional state can be inferred
2017-En-30312	@bradshawjp Sweet! #optimism	valence	1: slightly positive emotional state can be inferred
2017-En-11025	Repeal/remove the 'Johnson Amendment'. It is a direct affront to the First Amendment of the Constitution.	valence	-1: slightly negative emotional state can be inferred
2017-En-20407	So they #threaten to kill #kapernick for KNEELING. I say every athlete just stop playing until social justice and equality comes forth.	valence	-2: moderately negative emotional state can be inferred
2017-En-11636	@JordySloan love that Jordy #revenge ⚽️	valence	0: neutral or mixed emotional state can be inferred
2017-En-30624	Mind if I tag along?' She asked cheerfully, sweeping a lock of hair behind her ear. 'I want to see if you've really got • @DitheringWizard	valence	0: neutral or mixed emotional state can be inferred
2017-En-31502	everyone hates twice, and i kinda did too but they got bops i'm bumping rn to cheer up	valence	0: neutral or mixed emotional state can be inferred
2017-En-30340	Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5	valence	1: slightly positive emotional state can be inferred
2017-En-30954	I just want to let everyone out there know you are wonderful people! #beyourself   #late-night #compliment #behappy	valence	3: very positive emotional state can be inferred
2017-En-40209	@el_tityboi bc it's a gloomy day Tony	valence	-3: very negative emotional state can be inferred
2017-En-30209	@crimpoop my adorable and cheerful daughter\nAlways pouring positivity green goo on me\ndare hurt her and you'll see hell //growls\n\n#PandaBot	valence	1: slightly positive emotional state can be inferred
2017-En-41228	@teenageic0n_ you'll be pleased to know my family are blues	valence	0: neutral or mixed emotional state can be inferred
2017-En-10697	Are you lost in the fury, fearing that you'll fail?	valence	-2: moderately negative emotional state can be inferred
2017-En-11187	some of the casuals tweets that Vic has faved are making me gag #bitter	valence	-3: very negative emotional state can be inferred
2017-En-10583	@judahandthelion TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥	valence	-2: moderately negative emotional state can be inferred
2017-En-40661	ya boy gets mad tired of pine trees	valence	-1: slightly negative emotional state can be inferred
2017-En-40820	MC: what are you listen to these days?\nBogum: these days I feel gloomy, I listen to ccm (spiritual song) often.\n\nChurch oppa mode. :)	valence	-1: slightly negative emotional state can be inferred
2017-En-40076	@6itmap I can't help but feel melancholic!	valence	-2: moderately negative emotional state can be inferred
2017-En-30829	@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.	valence	-3: very negative emotional state can be inferred
2017-En-22005	😩😩😩😩 heads melted, very tired but can't sleep. #nightmare	valence	-3: very negative emotional state can be inferred
2017-En-30463	@LPDonovan this is why I think his pre prepped debate answers have the potential for hilarity	valence	0: neutral or mixed emotional state can be inferred
2017-En-10067	Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps	valence	-2: moderately negative emotional state can be inferred
2017-En-10448	Women don't like girls because we resent them for looking so great/we wish we still looked like that  #washed	valence	0: neutral or mixed emotional state can be inferred
2017-En-10280	the outrage has passed and has been replaced by a mute, fatalistic acceptance of the current situation.  #fatalism	valence	-2: moderately negative emotional state can be inferred
2017-En-31603	#Sports Top seed Johnson chases double delight at Tour Championship	valence	0: neutral or mixed emotional state can be inferred
2017-En-31109	@Za_buhmaid Happy birthday sweety .. sweet 21 hun hope u have a wonderful day and a wondrful joyful year better than the last one, Luv U ♥	valence	3: very positive emotional state can be inferred
2017-En-20408	@tylerhower Covering Milo might make sense—not much, even at that—but celebrating him as puckish is cooperation in something ghastly.	valence	-2: moderately negative emotional state can be inferred
2017-En-11387	Aidy: *has a physics question*\nAidy: '... ok, I'm not gonna ask Tristan cause I don't wanna aggravate her'	valence	-2: moderately negative emotional state can be inferred
2017-En-31474	#MeogysDailyVocabEnhancment Elation: quality or state of being elated; feeling or state of great joy or pride	valence	1: slightly positive emotional state can be inferred
2017-En-41124	I can't pull myself out of depression	valence	-3: very negative emotional state can be inferred
2017-En-10582	@jessebwatters lol. Love it when you aggravate Juan. Keep up the good work. Lol	valence	0: neutral or mixed emotional state can be inferred
2017-En-30239	@MericanMainer AWW. I had a Maine Coon when I was little named Ted Eddy the Wonder Cat. They're such good cats! Very playful and sweet	valence	1: slightly positive emotional state can be inferred
2017-En-21313	@CNN please fire don lemon!!Do not let him report on anymore  protest. He is #horrible #negative and runs away from the issue at hand!	valence	-3: very negative emotional state can be inferred
2017-En-31284	@NHLstoreNYC  cheering for @TeamNA_WCH and @HC_Men	valence	1: slightly positive emotional state can be inferred
2017-En-31296	@StephaliciousD afternoon delight	valence	1: slightly positive emotional state can be inferred
2017-En-10509	@HuffPostUK  NO greater wrath than a woman scorned.	valence	-2: moderately negative emotional state can be inferred
2017-En-31260	When my friends send me ballons and fireworks through text... #amazing 	valence	3: very positive emotional state can be inferred
2017-En-11272	@GarthJennings loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?	valence	0: neutral or mixed emotional state can be inferred
2017-En-30082	I would like to congratulate the people of Saudi Arabia a happy and a joyous national day. May you all have a great time! #اليوم_الوطني	valence	2: moderately positive emotional state can be inferred
2017-En-30054	You know you're in love when all you can do is smile whenever you talk about how he is to someone.	valence	1: slightly positive emotional state can be inferred
2017-En-31273	Traditionalists say it should be bored by or bored with, but not bored of, a 'rule' cheerfully ignored	valence	0: neutral or mixed emotional state can be inferred
2017-En-30337	@globemartyk 'drunken patroons' make this whole situation much more jovial though.	valence	0: neutral or mixed emotional state can be inferred
2017-En-31450	I understand now...if it's not pleasing to the ear...then it ain't what you want! I'm so so tired!!	valence	-3: very negative emotional state can be inferred
2017-En-30454	Optimism leads to success. - Bill Kerr @Coach__Kerr #success #optimism #goals	valence	1: slightly positive emotional state can be inferred
