Tweet index	Label	Tweet text
37	1	"Twig" is now "Sprig"—3 sec limit on new social video platform #irony #techtalk #editorspick #sillyvine #Tr... https://t.co/0DMkcXpYzq
38	0	@HEELTeacher and what will that achieve? Seriously?To be fired.all the guys who had the balls to call them out are gone..
39	1	Yay for another work at 4am day 😐 #not
40	1	Physical therapy at 8 am is just what I want to be doing with my Friday #not #iwanttosleep
41	1	Omg @FloptimusCrime didn't tell @giantfootyguy he was in town 😱 #trueFriend #not
42	1	I THOUGHT WHAT WE HAD WAS REAL, HOW COULD YOU BE FINE? COZ I'M NOT FINE AT ALL Oh wait. Fixed the caps lock ^.^ #Sarcasm #LaughNow .o.
43	1	HaHaHaHa!! #hypocrisy #Irony "MT @Independent: Katie Hopkins calls Russell Brand a bully..........: http://t.co/DZ05xHiuwl"
44	1	That moment when you have so much stuff to do but you open @tumblr ... #productivity #not #tumblr
45	0	Lol! I m enjoying it👭 #Talks #Crazyness #SheNeverLeft #Not sleepy!! ☺
46	1	Luv this #not
47	1	#Irony: When some naturopaths sell "aromatic" herbs the way apothecaries sell noxious poisons. #Naturopath=#Apothecary #Herb=#Poison
48	0	"@dixiessixty: Goal of the Season 1970: GOAL 1. Jon Sammels #ARSENAL vs #manutd https://t.co/W1p9bptdT3" @Lloydgallagher3 @bigtant1986
49	0	really, what else can a fish be besides a fish? @RBRNetwork1 @TheOldBreed1775 @IndyEnigma @diverdown48
50	0	@malesurvivor72 I think it's a safe bet it won't fit the crime.
51	1	It will be impossible for me to be late if I start to dress up right now. #studing #university #lazy #sarcasm
52	1	When you're already running late and then your car won't start <<< #FantasticFriday #not
53	1	i decided to become my own boss to have more free time.. now i have no time left whatsoever. #irony
54	0	loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection loyalty vs. self protection
55	0	American Kids starting playing and now I'm super missing #summer2k14 #kennychesney
56	0	@corporateknight don't know how#Monsanto # among 100 most sustainable Cos in the world#not sure all parameters are measured#net positive?
57	0	None of the big, disruptive innovations in our lives have come out of brainstorming. -Bruce Nussbaum http://t.co/ituc6zpusB
58	0	that way people get to understand disabilities and not stare at us funny wen we out and about#IDPwD#disability
59	1	@TheoCorleone @david_maclellan Shit! I better shut my stupid girly mouth because im so concerned about what men might think of me. #Not
60	0	Why does my tongue feel it necessary to try and touch the high speed tool my dentist has put in my mouth?
61	0	Tell me the #Quintessential #Aussie now isn't a Govt paid job & then have the hyde to buy overseas online and pay no GST . mmm #SadButTrue
62	0	@Parlett316 "Dirk's got a lot of moves I'm trying to steal." - Kevin Durant on his one-legged fadeway
63	1	About once a yr I get a little nutty and reach for the orange marmalade. #livingontheedge #sarcasm http://t.co/sF9o6OWE1v
64	1	Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill! #not #sarcasm http://t.co/vFP1ehx7yL
65	1	Whatever happened to the Guano Apes? Did they ever make it "Big in Japan"? #Irony
66	0	Bmw i8 sexy az hell but too slow for the dinero 12.4 in the quarter mile slow #fan of the design#not feeling the... http://t.co/DELfxN0BpI
67	0	Let your humility guard your pride ... Vanity shouldn't be allowed to be with such a delicate thing.
68	0	Whenever I get sad about how things are going now, I just think of how awesome the future looks to be. #secondsemester #drumcorps #college
69	1	I asked God to protect me from my enemies .. shortly after I started losing friends 😳💯 #irony or #naah
70	1	Just delivered @DominiqueAnsel #cronuts to @BouchonBakeryRC hmmm #irony its for a customer I hope!!! http://t.co/KDx0FhVqCW
71	1	Such #irony.   You still have to #praisehim ;)
72	0	Hey heyy!!!I....wanna be a rockstar #vscocam #not hero #vsocam #hero #spiderman http://t.co/9tuskhVYbJ
73	1	"@MaggieLindemann: . @xSamSecrets123 awk moment when I tweeted first #fakefan !!!!!" #not
74	0	Waa mockingjay part 2 tahon depan meh 20 Nov 2015 wtvr Night at the museum 3 #mustwatchb4decemberendssobssobs http://t.co/rAc6XdS56z
75	1	@AmbControl999 @HouseofCommons @Ed_Miliband @nick_clegg @David_Cameron  nice to see the ambulance service is so important to OUR mps #not
76	1	I love finals week! #justkidding #sarcasm #stressed
77	0	@gracewoods_ fucking copycat, although you're name is mint and the act we share it is probably a cause for alcohol filled celebration!!!
78	0	Literally cried when I woke up because I know what this day has in store for me #TheStartOfTechWeek #Not Ready #JustShootMeKnow
79	0	@RashawnFranklin Because I disagree w/ you? Trading three picks for one when you have glaring holes at numerous positions is ass-backwards.
80	1	.@nypost .@Cameron_Gray Oh that makes it all better!!! #not
81	0	Why didn't I start watching the tudors earlier? #iloveit
82	0	@guntrust http://t.co/8ICPDcAoNQ #CHRISTMAS #GIFT GET STARTED AT MAKING MONEY IN SOCIAL MEDIA @ https://t.co/cpJZkEgNe7
83	0	don't knw how to react everytime sum1 says me being in a wheelchair "inspires" them! im just living they same you are dude
84	0	GET AHT A TAHN!|The Made in PGH Gift Guide https://t.co/ziTWyuzN6a via @getfitpgh
85	0	On my lunch break so sleepy😴
86	1	#Work#Trains#TheGrind#London#Business#MyHappyFace#Not http://t.co/fdE2iQpuQz
87	1	dude said I better think hard , so he can take me to cheddars lmao ! #not
88	0	My #Christmas ritual...part one. #HowTheGrinchStoleChristmas http://t.co/yIJ6tiHmsM
89	0	Overcast at Creso. #todayimloving #beachwalk #crescenthead http://t.co/daEk2DAjBg
90	0	2014 can't end fast enough! Stupid dead battery.
91	1	Not even 8am and I can already see this is going to be a wonderful day #sarcasm #needmorecoffee
92	1	I have an idea, how about 911 operators don't ever describe race?||And police have to wear color blind glasses?||#sarcasm
93	1	@bustedcoverage  but Russell is a good christian fella, he wouldn't do that. #sarcasm
94	0	Apparently my youth group thinks "Are you kidding me?" is my default expression--or "nomal face." #areyoukiddingme http://t.co/dBARs2XXTa
95	1	@jaymohr37  #PSA Hey Jay, I tuned in when u said "why all the cocaine talk today....after tweeting coke joke saw it's Escobar's 65th #irony
96	0	Interviewed a turkey & here's what he had to say http://t.co/8fTsTAoTa1 #Thanksgiving
97	1	Planned on an early night last night.. Oh yaa course that happened.. #not #gotinterupted
98	1	@MaggieWinter21 your last retweet though #irony
99	1	2v4 S&D matches are just so fun... #not
100	1	i just loveee bein short and having my sweatpants go all the way under my feet its so fun...#not 💩
101	1	I love waking up at 8 am on a Saturday morning after going to bed at midnight #not
102	1	A day where #Sarcasm ruled @twitter, I got followed by @Sarcasmia. Wht a #Sarcastic day!! Lollllll.
103	0	Jusuf Nurkic #Bulls RT @JonathanTjarks: He clearly has a lot of talent. Kind of amazing that Denver got him and Gary Harris for McDermott.
104	0	I don't even have progress on my thesis tas preparations for our event this thursday 😩
105	1	Gym and I are gonna have a reeeaaalll nice date tomorrow. #not #imgoingtostruggle #VSFS2014
106	0	Sony pulled a movie bc we're scared of a country that can't even keep its lights on at night? Even motel 6 can do better than that. #Zing
107	0	Had a nice 3 hour nap. Picking up my Chinese take-out and set to watch #GuardiansOfTheGalaxy @MyzzCryz I added water chestnuts to my dinner
108	0	@jepischke @djdurkin The Bears are probably the worst franchise in football at the moment.
109	1	I'm so pissed off at Chicago. Like the people at the airport ruined so many peoples chances of ever meeting the boys 😑😑😑. Way to go #not
110	0	Hell has frozen over. Literally. #Texas2015.
111	1	Can you write your name on a paper and take a picture ... — I can but I'm busy answering this question oh... #Irony http://t.co/hRysVyLpBI
112	0	Its a marshmallow world in the winter 🎶 #getthisoutofmyhead
113	1	Taking the bike through rainy and cold dark streets to the dentist. Yaaaay. #Somuchfun #NOT
114	1	Reading about Barack Obama in the Barack #Obama plaza #moneygall oh the #irony http://t.co/sQCIETUrpR
115	0	that is the face of a tired man hahahahah
116	1	We want turkey!! #not
117	0	@winelibrarian happy to be of some small service ;) @Case4Cleveland @brad4word
118	0	Choose your words carefully hurting someone feelings is not the right way to go.
119	1	What a joke. Thanks for the detailed response and communication with your customers. #sarcasm @AskPlayStation @PlayStation
120	0	@MohammadFarooq_ Asalamoalekum... 😃 kesay mizaj ? Thank you so much. It was posted on 2nd December 2013. Already there. 😇
121	0	Feeling artsy tonight. #artsy#homealone#vienna#studentlife @ b&e's apartment http://t.co/Ct85mmtf5H
122	0	showed mom this picture of me and @sopitlikeitshot & says "this is grunge" and she goes "haha!! I love it!" #momgoals http://t.co/LTe1NGODMk
123	0	@TharaAzzam explains why Inter went all Calciopoli over Juventus...
124	0	I pray God comes back in America and saves us all.
125	0	#Libby #Lane #appointment: #Women #bishops #debate #not #over: The appointment of the Reverend Libby Lane as the... http://t.co/YOj9HVUa8n
126	0	Sad that when someone drinks they treat you like shit and won't talk to you.
127	0	We provide a structure that ensures you will successfully invest in real estate. http://t.co/vSLRBIOhyr @backofficeguru
128	0	@FoxNews Ask a liberal and he will tell you Obama got us out of Iraq and won the Afghan war...and no one ever died under his watch.
129	1	Why am I sick? *looks at other tweets* oh yeah sex... #irony #lame
130	1	working a double on 2 hours of sleep here we go let's get it #not
131	1	For those of you that LOVE this time of year. #Sarcasm https://t.co/r6utbrXVrU
132	1	In other news i havent had a good nights sleep in a week. I feel great. #sarcasm
133	0	The pure #reality of #sarcasm. http://t.co/wokWEvDvrp
134	0	#DIY. Change your #MobileCover every day now. Enjoy! http://t.co/FbDDXMien9
135	1	Happy 2nd anniversary to me in SGV. Happy OT here in client. Woohoo. I loooooove my job. Super. More years to go!!!!!!!!! #NOT
136	0	@Vh1Supersonic Cause of all the things in life this seems to be in #Balance. |Music- Medicine, @Vh1Supersonic - Doctor|#SuperDayLineUp
137	0	@HarrietBaldwin @OkieVision I guess that means MSM will dig something up to smear Barkley now.#Ferguson
138	0	Jimi Agbaje is a fine man...in respect to public service what notable landmark has he achieved? #Not Tested|Jimi... http://t.co/MCNlrZffAO
139	1	@letote good thing we had enough #whitewine and #christmastrees to survive if needed. #chardsohard #fashion #sarcasm ;)
140	0	@DFDSUKUpdates why all the delays? #not happy
141	1	The fun part about 4 am drives in the winter, is no one has cleaned the snow yet #not
142	0	I miss the days when all my close friends lived in the same city.
143	1	so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise #not
144	0	@SQLSophist is that #sarcasm ?
145	1	Shoutout to my mom for being hella supportive of me #sarcasm
146	1	@Sidra__PTI you may also see flags of ISIS with him #Irony is this govt and ch nisar don't admit :'(
147	1	@JordanNoftall that's funny #not
148	0	Do you want more period related post or do you like how I post some personal things here on Instagram? http://t.co/VQWDOxB2RU
149	0	http://t.co/nKXYmio8V6 #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk
150	1	@mmamania what time is the UFC press conference tomorrow with names of numerous fighters getting cut #sarcasm
151	0	#Terror on high Seas ...|Fishing boat, allegedly from #Pakistan, blows up at sea ...... http://t.co/V6G1zx2s4f
152	0	#what#matters#to#me#is#gym#not#holidays#work#the#hell#out http://t.co/HBofXwvQPe
153	1	I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it #sarcasm 😂
154	0	@baltimoresun Hate it. Go back to the old format please.
155	0	@nfullers98 its a week joke I have with Jessica and my niece🙌
156	0	@Moose_eBooks You seriously bought a giant TV to play in the box?
157	1	Haha who the fuck says that to someone#TrueGentlemen #NOT
158	0	If you don't want Hall to eventually ask for a trade then hope for consistency in the message. Change too much you might as well start over
159	0	@RobertH1946 @EverydaySexism wow. That #irony here though, sorry grandpa, we use mac these days #WelcomeToTheWorld #NeverArgueWithFools
160	0	@MyzzCryz I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt
161	0	#working.blues#not.enough.vacation.days http://t.co/zSTyQiRUt5
162	0	@PeterEgan6 The badger crusade continues.|"Gloucestershire badger patrols triggered by illegal trapping fears"|http://t.co/rF5aAmpC5n
163	0	@BrandonTierney I also support instantly murdering 12 year olds with fake plastic guns in public parks...
164	0	Auntie just called and said shes on her way..|I better get dressed then 😲😂😂
165	1	Ahhh 7 a.m bedtimes, how I've missed you #not #examproblems
166	0	Nerd #piccollage having a bit of fun with Georgia #nerd#chistmas #sillybilly @ chilling on my comfy... http://t.co/J3z63mwKHt
167	0	@mrjamieeast I think it was the hotel owners...
168	0	@SincerelyTumblr: One day I want to travel with my bestfriend 🌏✈️ http://t.co/AXD3Ax5qC1 DONE DID TRAVELED DA WORLD!! @Bethanycsmithh ❤️
169	1	@SouthamptonFC @LFC @SkySports Again fans come second. Thanks again #not
170	0	When you return in kind then so called friends label you as being unkind. :)
171	0	Sometimes i just dont understand anything|#stubborn http://t.co/nwhIEP4VWz
172	0	That was the cutest thing ever 😍😘
173	1	Oh how I love that my ass is too big to fit into my jeans anymore. #sarcasm #bigbootybitches
174	1	@LifeCheating doesn't lucky and fortunate mean the same thing?  #irony
175	0	I enjoy stealing my husband hat every once in awhile 😍😘😳 #heyyall #GoodMorning http://t.co/LknoOm7VSb
176	0	@SPmilkshake @MikeRTrice @neiltyson His tweet in the context of his history is what makes it a clear bait.
177	0	Insanity is doing the same thing twice and expecting different results
178	1	3 hours sleep yay loving life #not
179	1	wow, look at you hotshot. #sarcasm #isthatajoke
180	0	@dirtydeathdog Can't wait to play the #BFHardline Beta with you XD #Epic
181	1	Contemplating responding to @charliejnwalker's tweet saying "what remains of their pride" but not sure how well that will go down #sarcasm
182	1	Having to be up in four hours sounds great #NOT
183	1	OH and now the District line has major signal failures and delays FANTASTIC!!! #sarcasm
184	1	@ScottishFA @RaeComm @ChampionsLeague sure that will end well #not
185	0	Country music & photo editing, my type of morning ☀️🎶
186	1	LOL.. Micromax is promising that service? #Irony http://t.co/AxG11utGOD
187	0	"Its so hard to choose between the pleasure and the pain " #Girl #December #Love #Dream #Not #Strong http://t.co/GZH8Oqft9y
188	1	@PowerTripKFAN Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too? #not
189	1	She heard Him cry and His little fingers & toes were counted and Mary exclaimed "He's PERFECT!"  Oh Mary, you so cray cray. #irony
190	1	My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn #sarcasm #giveitup
191	1	Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999. #irony
192	0	@Justen_G you tweet about having a flip phone? Now that's the definition of #Irony
193	1	@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game #irony
194	0	Don't forget to join @midtown_1015 for #Steak Night tonight starting at 4pm! #nyc #food #foodie
195	0	@andreamarchant @tortugarouge I don't think I've ever seen Love Actually all the way through. I tried once last year. I don't remember it.
196	0	@lionhart32 @Dosta1 @BSButcher My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.
197	0	#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.
198	0	@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses
199	1	@michelledean @AVAETC not playing out in the provinces like, oh, Mississippi. #irony
200	0	Church sign of the day: How would you feel if we celebrated your birthday without you? 🙊 #StoleEm #TheReasonForTheSeason
201	1	"@Rich_Herrera_4: @pcon34 IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier. #sarcasm" #MichiganMan
202	1	Did you know ? If you are reading this right now you are not blind...lol. #sarcasm
203	0	@Nettaaaaaaaa @deray yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.
204	1	Love this weather #Not
205	0	@MagicalBlondess Psssst. You spelt 'thing'  wrong ||#irony
206	0	http://t.co/ZcHdGJZrhQ What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX http://t.co/QhJfErumW1
207	0	 tough day in sun #kitsch#funny @ Costa Teguise Lanzarote http://t.co/3D5qjIyh0z
208	0	@BFBulletin if @tiggr_ exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back 😭 😭|I would pay for it!!
209	1	I love 14 hour shifts #not 😩😩😩
210	1	The whole #Misogyny thing is hanging in there with Women from the right #Not. A cat fight now ?, imagine pulling that on the left #pmlive
211	1	Yea, yea that's logical. #Not
212	0	Over on CBS at noon is #BALvsMIA. FOX has #SEAvsPHI after the #Saints. #NFL
213	1	So Aaron sorkin goes on @todayshow  to talk about not liking the media talking about Sony hack? Using media to bitch about media? #irony
214	0	you have no argument because you're insane|@RBRNetwork1 @Steven_Swenson @TheLexZane @SSGAngle @JoeHilgerman @DanMartin_cards
215	1	#FergusonRiotTips Remember, the only way ppl listen is if you burn down their stores|#Sarcasm|#Ferguson #VitoandVito #WAARMedia #tcot #ycot
216	0	My fingers smell like lavashak :)
217	0	#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA http://t.co/f3knbTnus8
218	0	#Forever #Young, Forever #Not #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus
219	1	Last day in Naples with my Emma girl! 🌴☀#soeasytotakeapicwithatoddler #not #19wksandcounting... http://t.co/Xb43RmsXAj
220	1	Say no more.... #bigclub #not http://t.co/ALcQQsASsY
221	0	@MyzzCryz anytime! Cash is acceptable every where. And can be used toward whatever they want/need.
222	1	@steigerwaldino Nah, it's better we all act like the North Korean govt and police people's private thoughts. #irony
223	0	@haugenma my 7-year-old got it for me! I think Macy's http://t.co/JriDbimgYg
224	1	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. #not
225	1	Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review. #irony
226	1	Yay I love being awake at 5 in the morning 😀🔫 #sarcasm
227	0	Off to a slow start this morning . 😩
228	1	@MatthewWRossi getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now. #sarcasm
229	1	Really looked forward to waking up this early for finals...... #Not
230	1	Oh how I love listening to Fox News in the background while opening presents. #not
231	1	Those bad Anonymous and Occupy people did it all because they support white supremacy #sarcasm
232	1	@Big6domino @CNN Well that's a completely well reasoned and thought out argument. You've changed my mind!!! #Ferguson #sarcasm
233	0	@badassbraeden Yeah no I'm still laughing. It's not even that funny and I'm still laughing
234	0	@bgracely @Horn_Chris gotta be a joke about tootin a Horn somewhere
235	0	Gotta go out with him and the third,forth,fifth...wheels.|#sarcasm #WinterThought
236	1	Cc: @JohnCropp My last tweet. Wayne's World is a great movie. #NOT
237	0	@nacholeber @SageRosenfels18 zero place for that. when the karma train finds Raiola, I hope it has a full head of steam
238	0	Earn cash by Posting & Tweeting! |http://t.co/2667mS1bHz ||Get started at http://t.co/GViBiZ4ZsH||#CashForContainers #homebasedbusiness #LOL
239	1	Oracle on Windows 2000. This should be fun! #Not
240	1	last day of classes #trill except finals whoop #not
241	0	YOU blame him for everything else @RBRNetwork1 @1_Free_Man @TheLexZane @Anan_VII @ABPT_Rocket @DrPenisWrinkle @kusun0
242	1	With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector. #sarcasm #cdnpoli
243	0	when singing along to songs in Korean and there is a part in English, I sing it with a Korean accent. WHY.
244	0	save your work folks. i'm offically cntrl-alt-deleting this week.
245	1	I'm glad Andy can tweet all day but not text me back.  #loved #sarcasm
246	1	#Irony: When some masseuses offer "soothing" massages the way reviewers offer stinging criticisms. #Masseuse=#Reviewer #Massage=#Criticism
247	0	@PdpNigeria#it shows you that APC is a free and fair party#run by intellectuals#and this is what we call democracy#not dictatorship#
248	0	@panndder @MyLittleBloggie @bloisolson How dare you accuse me of being a boomer.
249	0	Hungry and hungover #not #a  #good #day
250	0	Oi na how am I functioning right now #sleepdeprived
251	0	@loveeallyy I literally do not know
252	1	@mahobili @DrAwab What does PTI do apart from whining? #Irony #Youthiacrasy
253	1	True #Not http://t.co/38hrutRf0r
254	1	@eXoAnnihilator @roIIerCosta @KSIOlajidebt tells someone to spell correctly while completely fucking up his tweet #Irony
255	1	My solo costume so far is Charcoal Grey Bottoms.... making some real progress. #not
256	1	Pay Ghost Soldiers in Iraq & cut pay of US #Military. #irony #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff http://t.co/353PkrO9yC
257	1	...but then it started itself and made the Windows noise. So starts this exciting day of mine...! #Not
258	0	@sammiecurtis_ me and you are the only ones that love it 😆🎅🎉🎶
259	0	In need of a rose winee🍷🍷
260	1	Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst #irony
261	0	My whole life is just "oh ok".
262	0	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby
263	0	#succes #it #is #not #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is... http://t.co/bCjdQqzo1k
264	1	I can already tell today is going to be a wonderful day #sarcasm
265	1	@junior_miller @gordonkeith Junior got a rim shot for a 'rim job' joke. #irony
266	0	Found out the reason that weekend closer makes my life miserable is because I'm atheist. #hypocrite #atheistproblems #serverproblems
267	1	Staying #casual #monday #funday #NOT #ootd #fashion #style #allyouneedisstyle #todayimwearing http://t.co/tpuVqw7K4s
268	0	@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(
269	1	#TortureReport trending; I wasn't aware J.K. Rowling released her new book. #sarcasm
270	1	@patevans @grbj Too Sad...#NOT LOCAL NOW!
271	1	@C_o_r_g_i wtf thanks for saying bye #not
272	1	Ahh gotta love those December electric bills. #Not
273	1	#Irony dead? Why is this stupidest of memes still perpetuated?
274	1	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..#irony
275	1	Great, I've got a lung infection. This is fun. :/ |#sarcasm #notfun #miserable
276	1	Jeez it's a lovely morning out!! 💨💧💦 👎 #Not #Ireland #December
277	0	@Jaee_ThaPrince I need a spot for my birthday
278	0	@Redsaint76 I don't think. I know!
279	1	I love when people leave their smelly shoes in my car. It makes my car smell great! #sarcasm
280	1	@sportstalksc what's the rush? His leg is still attached right? #sarcasm #dr.dabo
281	1	50 mph winds make a great hair fan for a photo shoot. 😃#not
282	1	Gotta love working the day after Christmas #not #smellya
283	1	Is "I have to go...my gelding is struggling with dystocia" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit #sarcasm
284	1	.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group. #irony
285	1	The thing I love the most about coming into work early? Having everyone ask me why I'm here so early. Gets me every time. #sarcasm #annoying
286	1	Thanks @AirAsia, for nothing. All my family were flying with you from KL to attend my wedding. #everyonecanfly #not #AdelaideRouteCancelled
287	0	@CNN9ja @bbgalad#he didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day#not even months
288	0	@kennobish could do with someone making me a hot chocolate right now ahaha
289	0	me at restaurants: Is there wi-fi?|me at beach: Is there wi-fi?|me at family parties: Is there wi-fi?|me in hell: Is there wi-fi? #wifi
290	1	Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers... #not 🙈
291	0	Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk
292	1	@JimHumbert @GotNewsDotCom Really?! Unbelievable! U mean he was a Thug & Criminal?  #sarcasm
293	0	Always gonna be an uphill battle, sometimes I'm gonna have to lose.
294	1	Today I don't feel like doing anything|#NOT
295	0	http://t.co/TUqXSWNBuP In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http://t.co/nMYE90O4in
296	0	@alewnes7 he def came out the closet on that AND 1 dunk #rudygay
297	1	People at my school only talk about sex and drugs. So awesome #not
298	1	Perfect time to get really sick #not 😫😷
299	1	@nelsonicolee funny #Not
300	0	The #hardest thing's #not #knowing & #having the #faith to #keep #going http://t.co/qMBU7EEag3
301	1	Bush 'fully informed' of CIA methods http://t.co/qRvvPVrjVh No?? Really?? Shocking... #not
302	0	Your Jedi mind tricks don't work on me service guy. |Glad I dropped the car off for the oil change instead of Av.
303	1	I often worry that wealth doesn't  have enough influence in society, so pleased to see this being addressed #sarcasm http://t.co/2U3PerpZQz
304	0	@TheView,@WhoopiGoldberg, women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh
305	0	Some "new" vinyl on the turntable tonight. Here's to you Joe. @TheClash #JoeStrummer #Sandinista http://t.co/2N3ZjJZYQo
306	1	@maxsnape1 who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat #not
307	0	To all those who held back in #2014 start again in #2015 as.. "@SanFranciscoVC: It's never too late to start! http://t.co/01ziUH8myE"
308	1	i'm so funny #not
309	0	Song of the Day: "Love Like Winter" - A Fire Inside.
310	1	Thank you OCC for being concerned enough about my safety driving to school to cancel classes.... #not
311	1	Oh sprints I love you #not http://t.co/sEW8Im7i0u
