Tweet index	Label	Tweet text
143	1	so it's claimed that 99% of all russian athletes take performance enhancing drugs. there is a surprise 
144	0	@SQLSophist is that  ?
145	1	Shoutout to my mom for being hella supportive of me 
146	1	@Sidra__PTI you may also see flags of ISIS with him  is this govt and ch nisar don't admit :'(
147	1	@JordanNoftall that's funny 
148	0	Do you want more period related post or do you like how I post some personal things here on Instagram? http://t.co/VQWDOxB2RU
149	0	http://t.co/nKXYmio8V6 #AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk
150	1	@mmamania what time is the UFC press conference tomorrow with names of numerous fighters getting cut 
151	0	#Terror on high Seas ...|Fishing boat, allegedly from #Pakistan, blows up at sea ...... http://t.co/V6G1zx2s4f
152	0	#what#matters#to#me#is#gym#holidays#work#the#hell#out http://t.co/HBofXwvQPe
153	1	I like listening to dads truck drivers tell me about them going to the strip joint and their old lady getting mad at them over it  :face_with_tears_of_joy:
154	0	@baltimoresun Hate it. Go back to the old format please.
155	0	@nfullers98 its a week joke I have with Jessica and my niece:person_raising_both_hands_in_celebration:
156	0	@Moose_eBooks You seriously bought a giant TV to play in the box?
157	1	Haha who the fuck says that to someone#TrueGentlemen 
158	0	If you don't want Hall to eventually ask for a trade then hope for consistency in the message. Change too much you might as well start over
159	0	@RobertH1946 @EverydaySexism wow. That  here though, sorry grandpa, we use mac these days #WelcomeToTheWorld #NeverArgueWithFools
160	0	@MyzzCryz I liked the first one. Never cared enough to watch the sequel(s?). That said, I will only watch the #reboot because of #ChrisPratt
161	0	#working.blues.enough.vacation.days http://t.co/zSTyQiRUt5
162	0	@PeterEgan6 The badger crusade continues.|"Gloucestershire badger patrols triggered by illegal trapping fears"|http://t.co/rF5aAmpC5n
163	0	@BrandonTierney I also support instantly murdering 12 year olds with fake plastic guns in public parks...
164	0	Auntie just called and said shes on her way..|I better get dressed then :astonished_face::face_with_tears_of_joy::face_with_tears_of_joy:
165	1	Ahhh 7 a.m bedtimes, how I've missed you  #examproblems
166	0	Nerd #piccollage having a bit of fun with Georgia #nerd#chistmas #sillybilly @ chilling on my comfy... http://t.co/J3z63mwKHt
167	0	@mrjamieeast I think it was the hotel owners...
168	0	@SincerelyTumblr: One day I want to travel with my bestfriend :earth_globe_asia-australia::airplane:️ http://t.co/AXD3Ax5qC1 DONE DID TRAVELED DA WORLD!! @Bethanycsmithh :heavy_black_heart:️
169	1	@SouthamptonFC @LFC @SkySports Again fans come second. Thanks again 
170	0	When you return in kind then so called friends label you as being unkind. :)
171	0	Sometimes i just dont understand anything|#stubborn http://t.co/nwhIEP4VWz
172	0	That was the cutest thing ever :smiling_face_with_heart-shaped_eyes::face_throwing_a_kiss:
173	1	Oh how I love that my ass is too big to fit into my jeans anymore.  #bigbootybitches
174	1	@LifeCheating doesn't lucky and fortunate mean the same thing?  
175	0	I enjoy stealing my husband hat every once in awhile :smiling_face_with_heart-shaped_eyes::face_throwing_a_kiss::flushed_face: #heyyall #GoodMorning http://t.co/LknoOm7VSb
176	0	@SPmilkshake @MikeRTrice @neiltyson His tweet in the context of his history is what makes it a clear bait.
177	0	Insanity is doing the same thing twice and expecting different results
178	1	3 hours sleep yay loving life 
179	1	wow, look at you hotshot.  #isthatajoke
180	0	@dirtydeathdog Can't wait to play the #BFHardline Beta with you XD #Epic
181	1	Contemplating responding to @charliejnwalker's tweet saying "what remains of their pride" but not sure how well that will go down 
182	1	Having to be up in four hours sounds great 
183	1	OH and now the District line has major signal failures and delays FANTASTIC!!! 
184	1	@ScottishFA @RaeComm @ChampionsLeague sure that will end well 
185	0	Country music & photo editing, my type of morning :black_sun_with_rays:️:multiple_musical_notes:
186	1	LOL.. Micromax is promising that service?  http://t.co/AxG11utGOD
187	0	"Its so hard to choose between the pleasure and the pain " #Girl #December #Love #Dream  #Strong http://t.co/GZH8Oqft9y
188	1	@PowerTripKFAN Adrian was raised that way and he made it to the NFL. Maybe he thought that would motivate his kid to get there too? 
189	1	She heard Him cry and His little fingers & toes were counted and Mary exclaimed "He's PERFECT!"  Oh Mary, you so cray cray. 
190	1	My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup
191	1	Sexist article in the Daily Fail about men wasting money on cycling - accompanied by recommendation for a handbag costing £999. 
192	0	@Justen_G you tweet about having a flip phone? Now that's the definition of 
193	1	@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game 
194	0	Don't forget to join @midtown_1015 for #Steak Night tonight starting at 4pm! #nyc #food #foodie
195	0	@andreamarchant @tortugarouge I don't think I've ever seen Love Actually all the way through. I tried once last year. I don't remember it.
196	0	@lionhart32 @Dosta1 @BSButcher My,Nephew stopped a lot. His long hair. looks like a drug dealer. Never smoked anything Pills?not an aspirin.
197	0	#QZ8501 asks permission to #takeoff: #towercontrol of #Surubaya: yeah..y can go...away.
198	0	@RedFMIndia @SunburnFestival |Answer 2- More than 150 artists |#WinSunburnPasses
199	1	@michelledean @AVAETC not playing out in the provinces like, oh, Mississippi. 
200	0	Church sign of the day: How would you feel if we celebrated your birthday without you? :speak-no-evil_monkey: #StoleEm #TheReasonForTheSeason
201	1	"@Rich_Herrera_4: @pcon34 IT HAS THE WORD MAN IN IT!! Just as sexist as saying mail man instead of mail carrier. " #MichiganMan
202	1	Did you know ? If you are reading this right now you are not blind...lol. 
203	0	@Nettaaaaaaaa @deray yeah & we wont talk about how the bodies of the 2 cops killed in BK were ambulanced immediately. Elitism at its finest.
204	1	Love this weather 
205	0	@MagicalBlondess Psssst. You spelt 'thing'  wrong ||
206	0	http://t.co/ZcHdGJZrhQ What Day is the Sabbath? #follow #Jesus #Christ #FBC #FBCJAX http://t.co/QhJfErumW1
207	0	 tough day in sun #kitsch#funny @ Costa Teguise Lanzarote http://t.co/3D5qjIyh0z
208	0	@BFBulletin if @tiggr_ exclude BF3 maps from the poll... I am going to RIOT!! I really want Seine Crossing back :loudly_crying_face: :loudly_crying_face:|I would pay for it!!
209	1	I love 14 hour shifts  :weary_face::weary_face::weary_face:
210	1	The whole #Misogyny thing is hanging in there with Women from the right . A cat fight now ?, imagine pulling that on the left #pmlive
211	1	Yea, yea that's logical. 
212	0	Over on CBS at noon is #BALvsMIA. FOX has #SEAvsPHI after the #Saints. #NFL
213	1	So Aaron sorkin goes on @todayshow  to talk about not liking the media talking about Sony hack? Using media to bitch about media? 
214	0	you have no argument because you're insane|@RBRNetwork1 @Steven_Swenson @TheLexZane @SSGAngle @JoeHilgerman @DanMartin_cards
215	1	#FergusonRiotTips Remember, the only way ppl listen is if you burn down their stores||#Ferguson #VitoandVito #WAARMedia #tcot #ycot
216	0	My fingers smell like lavashak :)
217	0	#notcies #eu Juncker receives birthday surprise: One million signatures opposing TTIP and CETA http://t.co/f3knbTnus8
218	0	#Forever #Young, Forever  #Out, Forever in #our #hearts. |#RIP #PhillipJoelHughes. @vCricketAU @CricketAus
219	1	Last day in Naples with my Emma girl! :palm_tree::black_sun_with_rays:#soeasytotakeapicwithatoddler  #19wksandcounting... http://t.co/Xb43RmsXAj
220	1	Say no more.... #bigclub  http://t.co/ALcQQsASsY
221	0	@MyzzCryz anytime! Cash is acceptable every where. And can be used toward whatever they want/need.
222	1	@steigerwaldino Nah, it's better we all act like the North Korean govt and police people's private thoughts. 
223	0	@haugenma my 7-year-old got it for me! I think Macy's http://t.co/JriDbimgYg
224	1	Blowing your nose so hard your ears pop is the greatest way to start a Wednesday. 
225	1	Today's court proceedings, allowing prisoners access to books in England & Wales, surely confirms it's time to limit judicial review. 
226	1	Yay I love being awake at 5 in the morning :grinning_face::pistol: 
227	0	Off to a slow start this morning . :weary_face:
228	1	@MatthewWRossi getting power from wind is so outdated and unsightly, we should be siphoning it directly from the sun by now. 
229	1	Really looked forward to waking up this early for finals...... 
230	1	Oh how I love listening to Fox News in the background while opening presents. 
231	1	Those bad Anonymous and Occupy people did it all because they support white supremacy 
232	1	@Big6domino @CNN Well that's a completely well reasoned and thought out argument. You've changed my mind!!! #Ferguson 
233	0	@badassbraeden Yeah no I'm still laughing. It's not even that funny and I'm still laughing
234	0	@bgracely @Horn_Chris gotta be a joke about tootin a Horn somewhere
235	0	Gotta go out with him and the third,forth,fifth...wheels.| #WinterThought
236	1	Cc: @JohnCropp My last tweet. Wayne's World is a great movie. 
237	0	@nacholeber @SageRosenfels18 zero place for that. when the karma train finds Raiola, I hope it has a full head of steam
238	0	Earn cash by Posting & Tweeting! |http://t.co/2667mS1bHz ||Get started at http://t.co/GViBiZ4ZsH||#CashForContainers #homebasedbusiness #LOL
239	1	Oracle on Windows 2000. This should be fun! 
240	1	last day of classes #trill except finals whoop 
241	0	YOU blame him for everything else @RBRNetwork1 @1_Free_Man @TheLexZane @Anan_VII @ABPT_Rocket @DrPenisWrinkle @kusun0
242	1	With dropping oil prices, thank goodness #PMHarper has worked so hard trying to tie our economy to the oil & gas sector.  #cdnpoli
243	0	when singing along to songs in Korean and there is a part in English, I sing it with a Korean accent. WHY.
244	0	save your work folks. i'm offically cntrl-alt-deleting this week.
245	1	I'm glad Andy can tweet all day but not text me back.  #loved 
246	1	: When some masseuses offer "soothing" massages the way reviewers offer stinging criticisms. #Masseuse=#Reviewer #Massage=#Criticism
247	0	@PdpNigeria#it shows you that APC is a free and fair party#run by intellectuals#and this is what we call democracy dictatorship#
248	0	@panndder @MyLittleBloggie @bloisolson How dare you accuse me of being a boomer.
249	0	Hungry and hungover  #a  #good #day
250	0	Oi na how am I functioning right now #sleepdeprived
251	0	@loveeallyy I literally do not know
252	1	@mahobili @DrAwab What does PTI do apart from whining?  #Youthiacrasy
253	1	True  http://t.co/38hrutRf0r
254	1	@eXoAnnihilator @roIIerCosta @KSIOlajidebt tells someone to spell correctly while completely fucking up his tweet 
255	1	My solo costume so far is Charcoal Grey Bottoms.... making some real progress. 
256	1	Pay Ghost Soldiers in Iraq & cut pay of US #Military.  #keepyourpromise @SenateDems @Senate_GOPs @thejointstaff http://t.co/353PkrO9yC
257	1	...but then it started itself and made the Windows noise. So starts this exciting day of mine...! 
258	0	@sammiecurtis_ me and you are the only ones that love it :smiling_face_with_open_mouth_and_tightly-closed_eyes::father_christmas::party_popper::multiple_musical_notes:
259	0	In need of a rose winee:wine_glass::wine_glass:
260	1	Yesterday #PeshawarAttack was a top tag and today the only thing twitter nation seems to be concerned about is #PTIKeptPakFirst 
261	0	My whole life is just "oh ok".
262	0	Leg snapped alike a twig and after I completed my front flip I screamed like a hungry newborn baby
263	0	#succes #it #is  #about #what #we #see #if #we just #keep #hope #and #never #give #up #success #is... http://t.co/bCjdQqzo1k
264	1	I can already tell today is going to be a wonderful day 
265	1	@junior_miller @gordonkeith Junior got a rim shot for a 'rim job' joke. 
266	0	Found out the reason that weekend closer makes my life miserable is because I'm atheist. #hypocrite #atheistproblems #serverproblems
267	1	Staying #casual #monday #funday  #ootd #fashion #style #allyouneedisstyle #todayimwearing http://t.co/tpuVqw7K4s
268	0	@QararaRasha so so problematic.. God bless her. It's a shame what've we done to pakistan. :(
269	1	#TortureReport trending; I wasn't aware J.K. Rowling released her new book. 
270	1	@patevans @grbj Too Sad... LOCAL NOW!
271	1	@C_o_r_g_i wtf thanks for saying bye 
272	1	Ahh gotta love those December electric bills. 
273	1	 dead? Why is this stupidest of memes still perpetuated?
274	1	When someone with retrica wali picture complains about how many filters someone has used in their picture to look pretty..
275	1	Great, I've got a lung infection. This is fun. :/ | #notfun #miserable
276	1	Jeez it's a lovely morning out!! :dash_symbol::droplet::splashing_sweat_symbol: :thumbs_down_sign:  #Ireland #December
277	0	@Jaee_ThaPrince I need a spot for my birthday
278	0	@Redsaint76 I don't think. I know!
279	1	I love when people leave their smelly shoes in my car. It makes my car smell great! 
280	1	@sportstalksc what's the rush? His leg is still attached right?  #dr.dabo
281	1	50 mph winds make a great hair fan for a photo shoot. :smiling_face_with_open_mouth:
282	1	Gotta love working the day after Christmas  #smellya
283	1	Is "I have to go...my gelding is struggling with dystocia" a valid excuse...I just want to see the (lack of) reaction #whenyouseeit 
284	1	.@ChipBrent I love the #gamergate concept of harassing and spamming porn at any critics as proof that you're not a hate group. 
285	1	The thing I love the most about coming into work early? Having everyone ask me why I'm here so early. Gets me every time.  #annoying
286	1	Thanks @AirAsia, for nothing. All my family were flying with you from KL to attend my wedding. #everyonecanfly  #AdelaideRouteCancelled
287	0	@CNN9ja @bbgalad#he didn't know that before putting him there#they all reck our country#PDP clans do not deserve another day even months
288	0	@kennobish could do with someone making me a hot chocolate right now ahaha
289	0	me at restaurants: Is there wi-fi?|me at beach: Is there wi-fi?|me at family parties: Is there wi-fi?|me in hell: Is there wi-fi? #wifi
290	1	Love it when your typing at work and a spider comes out from the keyboard and hangs out between your fingers...  :see-no-evil_monkey:
291	0	Don't #text and #drive either. http://t.co/OXybfwwWb6 http://t.co/fgOCRS5kre http://t.co/fBpsjk6yyk
292	1	@JimHumbert @GotNewsDotCom Really?! Unbelievable! U mean he was a Thug & Criminal?  
293	0	Always gonna be an uphill battle, sometimes I'm gonna have to lose.
294	1	Today I don't feel like doing anything|
295	0	http://t.co/TUqXSWNBuP In light of the #Murders of two NYPD Officers inspired by #IcantBreathe should... http://t.co/nMYE90O4in
296	0	@alewnes7 he def came out the closet on that AND 1 dunk #rudygay
297	1	People at my school only talk about sex and drugs. So awesome 
298	1	Perfect time to get really sick  :tired_face::face_with_medical_mask:
299	1	@nelsonicolee funny 
300	0	The #hardest thing's  #knowing & #having the #faith to #keep #going http://t.co/qMBU7EEag3
301	1	Bush 'fully informed' of CIA methods http://t.co/qRvvPVrjVh No?? Really?? Shocking... 
302	0	Your Jedi mind tricks don't work on me service guy. |Glad I dropped the car off for the oil change instead of Av.
303	1	I often worry that wealth doesn't  have enough influence in society, so pleased to see this being addressed  http://t.co/2U3PerpZQz
304	0	@TheView,@WhoopiGoldberg, women say 1 man asltd them, y so long 2 say sumtin? & the young 1s, where the parents? Hotel wit grn ass man? Smh
305	0	Some "new" vinyl on the turntable tonight. Here's to you Joe. @TheClash #JoeStrummer #Sandinista http://t.co/2N3ZjJZYQo
306	1	@maxsnape1 who you calling bottle job I'll take teeth. Yeah I'm game mate, at training tonight too, I'll remember your hat 
307	0	To all those who held back in #2014 start again in #2015 as.. "@SanFranciscoVC: It's never too late to start! http://t.co/01ziUH8myE"
308	1	i'm so funny 
309	0	Song of the Day: "Love Like Winter" - A Fire Inside.
310	1	Thank you OCC for being concerned enough about my safety driving to school to cancel classes.... 
311	1	Oh sprints I love you  http://t.co/sEW8Im7i0u
312	0	#WreathAcrossAmerica #Jax it is finnished http://t.co/7TfL9AteCu, #honor #FallenHeros in Jax||http://t.co/OXybfwwWb6 http://t.co/JO0P3X54YU
313	1	Heading to my nanas place its going to be so fun 
